investment_id;user_id;basket_name;investment_amount
179;1029;BIG INDEX Global;3000.0
180;1029;Swedish fintech;2000.0
181;1029;Renewable energy world;1240.0
182;1030;Growth Rockets;8000.0
183;1030;Technology stars of value;7000.0
184;1030;Software in Sweden;4000.0
185;1030;High profits with growth;3000.0
186;1030;Nordic technology vikings;2270.0
187;1031;Global healthcare;15000.0
188;1031;Real estate Europe;10000.0
189;1031;Global utilities;8000.0
190;1031;Nordic Advanced Medical Equip;7000.0
191;1031;Sustainable electric equipment;5000.0
192;1031;Nordic Construction Companies;10420.0
193;1032;Swedish tech;12000.0
194;1032;Nordic Fashion;8000.0
195;1032;Restaurants  Bars;5000.0
196;1032;Danish beer;4000.0
197;1032;Sea food Norway;3000.0
198;1032;Healthcare Facilities;3000.0
199;1032;Software in Sweden;3000.0
200;1032;Financial Spain;2000.0
201;1032;German fintech;2000.0
202;1032;Swedish fintech;2420.0
203;1033;Australian Health 3;3000.0
204;1033;Biotech UK;2500.0
205;1033;Nordic healthcare Facilities;2000.0
206;1033;Healthcare Facilities;1500.0
207;1033;Pharmaceuticals EU;1500.0
208;1033;European fishing;1000.0
209;1033;Food producents Sweden;1000.0
210;1033;Sea food UK;1000.0
211;1033;Sea food Norway;1000.0
212;1033;Nordic Beers;910.0
213;1034;Growth Rockets;4000.0
214;1034;Techs going upward;5000.0
215;1034;Software Americas, small comp;3000.0
216;1034;Blockchain and crypto;2000.0
217;1034;Biotech  EBITDA>0;1520.0
218;1034;WTF II;4000.0
219;1035;Techs seeking value upgrade;6000.0
220;1035;Growth Rockets;7500.0
221;1035;Software Americas, small mcap;5000.0
222;1035;Solar energy;3220.0
223;1035;Biotech  EBITDA>0;5000.0
224;1036;Technology stars of value;25000.0
225;1036;Global healthcare I;15000.0
226;1036;Real estate Europe;10000.0
227;1036;Renewable energy world ALL;12000.0
228;1036;Financial World  nu funds;10050.0
229;1037;Global utilities;40000.0
230;1037;Real estate Europe;35000.0
231;1037;Healthcare southern Europé;30000.0
232;1037;Well traded stocks;28700.0
233;1038;Growth Rockets;3500.0
234;1038;Solar energy;2500.0
235;1038;Software in Sweden;2000.0
236;1038;Nordic Fashion;1990.0
237;1039;Software in Sweden;5000.0
238;1039;Swedish mobile tech smallcap;4000.0
239;1039;Nordic technology vikings;3520.0
240;1040;Global utilities;30000.0
241;1040;Well traded stocks;25000.0
242;1040;Global healthcare;20000.0
243;1040;Real estate Europe;15000.0
244;1040;Swedish Top Mix;10110.0
245;1041;Global utilities;15000.0
246;1041;Real estate Europe;10000.0
247;1041;Healthcare Northern Europe;12000.0
248;1041;Nordic Advanced Medical Equip;8000.0
249;1041;Food producents Sweden;5000.0
250;1041;Well traded stocks;9910.0
251;1042;Techs going upward;20000.0
252;1042;Software in Sweden;15000.0
253;1042;Swedish tech;10000.0
254;1042;Blockchain and crypto;8000.0
255;1042;Nordic Fashion;6000.0
256;1042;Restaurants  Bars;5000.0
257;1042;Sustainable electric equipment;2380.0
258;1043;Growth Rockets;4000.0
259;1043;Super software III;5000.0
260;1043;Swedish fintech;2000.0
261;1043;Techs going upward;3520.0
262;1043;Technology stars of value;5000.0
263;1044;Global utilities;25000.0
264;1044;Real estate Europe;20000.0
265;1044;Food world 7;15000.0
266;1044;Well traded stocks;10000.0
267;1044;Healthcare southern Europé;8340.0
268;1045;Growth Rockets;30000.0
269;1045;Swedish tech;25240.0
270;1045;Nordic technology vikings;20000.0
271;1045;Techs going upward;15240.0
272;1046;Blockchain and crypto;8000.0
273;1046;Software for gaming;6000.0
274;1046;Casino fun;5000.0
275;1046;Air related companies world;3720.0
276;1047;Techs going upward;8168.0
277;1047;Swedish tech;12252.0
278;1047;Energy well performance;8168.0
279;1047;Nordic Green Energy;4084.0
280;1047;Well traded stocks;8168.0
281;1048;Solar energy;10000.0
282;1048;Swedish tech;8000.0
283;1048;Tech online services World;7000.0
284;1048;Global electric utilities;6000.0
285;1048;Swedish paper positive EBITDA;5410.0
286;1049;BIG INDEX Global;10000.0
287;1049;Growth Rockets;9000.0
288;1049;Super software;8000.0
289;1049;Nordic technology vikings;6000.0
290;1049;Techs going upward;5000.0
291;1049;Swedish fintech;4000.0
292;1049;Software for gaming;3040.0
293;1050;Swedish mobile tech smallcap;4000.0
294;1050;Nordic technology vikings;5000.0
295;1050;Software in Sweden;3000.0
296;1050;Techs going upward;4240.0
297;1051;Food Sweden 2;15000.0
298;1051;Real estate Europe;25000.0
299;1051;Global utilities;10000.0
300;1051;Pharmaceuticals EU;12150.0
301;1052;Global utilities;10166.0
302;1052;Food world 7;10166.0
303;1052;Healthcare Facilities;10166.0
304;1052;Real estate Europe;10166.0
305;1052;Well traded stocks;10166.0
306;1053;Global utilities;30000.0
307;1053;Healthcare Northern Europe;25000.0
308;1053;Real estate Europe;20000.0
309;1053;Food world 7;14320.0
310;1054;Financial World  nu funds;15000.0
311;1054;Nordic Construction Companies;10000.0
312;1054;Basic materials World;9330.0
313;1055;Techs going upward;4000.0
314;1055;Healthcare Northern Europe;3500.0
315;1055;Renewable energy world ALL;3000.0
316;1055;Nordic Fashion;2500.0
317;1055;Food producents Sweden;2000.0
318;1055;Well traded stocks;1720.0
319;1057;Tech online services World;30000.0
320;1057;Global electric utilities;25000.0
321;1057;Global healthcare;20000.0
322;1057;Basic materials World;15480.0
323;1058;Swedish tech;8168.0
324;1058;Swedish fintech;8168.0
325;1058;Software in Sweden;8168.0
326;1058;Swedish positive EBITDA;8168.0
327;1058;Swedish climbers;8168.0
328;1059;Healthcare Facilities;15000.0
329;1059;Food producents Sweden;10000.0
330;1059;Real estate Europe;12420.0
331;1059;European fishing;8000.0
332;1059;Restaurants  Bars;10000.0
333;1060;Healthcare Facilities;15000.0
334;1060;Consumers in Europe;10000.0
335;1060;French steel;8000.0
336;1060;Real estate Europe;12000.0
337;1060;Food world 7;8930.0
338;1060;Showbizz companies;5000.0
339;1061;Blockchain and crypto;15000.0
340;1061;Nordic technology vikings;10000.0
341;1061;Energy well performance;8000.0
342;1061;Swedish tech;7000.0
343;1061;Computer Hardware;5000.0
344;1061;Aussi Fin extra;4840.0
345;1062;Nordic Fashion;6000.0
346;1063;Global utilities;40000.0
347;1063;Real estate Europe;35000.0
348;1063;Well traded stocks;30000.0
349;1063;Food world 7;25000.0
350;1063;Danish beer;15000.0
351;1063;Food producents Finland;11740.0
352;1064;Global utilities;25000.0
353;1064;Real estate Europe;18000.0
354;1064;Food world 7;10000.0
355;1064;Well traded stocks;5660.0
356;1065;Swedish Top Mix;25000.0
357;1065;High profits with growth;30000.0
358;1065;Well traded stocks;20000.0
359;1065;Swedish tech;10480.0
360;1065;Nordic Construction Companies;5000.0
361;1066;Techs seeking value upgrade;4000.0
362;1066;Showbizz companies;3500.0
363;1066;Software for gaming;3000.0
364;1066;Restaurants  Bars;2500.0
365;1066;Nordic Fashion;2000.0
366;1066;Solar energy;1100.0
367;1067;Global utilities;30000.0
368;1067;Food world 7;45000.0
369;1067;Real estate Europe;35000.0
370;1067;Strong value growth Europe;10000.0
371;1067;Well traded with profit margin;8210.0
372;1068;Super software;6000.0
373;1068;Swedish tech;5000.0
374;1068;Blockchain and crypto;4000.0
375;1068;Renewable energy world ALL;3000.0
376;1068;Biotech  EBITDA>0;2500.0
377;1068;IT Services EUu;2000.0
378;1068;Nordic Fashion;1000.0
379;1068;Luxury cars;770.0
380;1069;Nordic healthcare Facilities;4000.0
381;1069;European furnishing;3500.0
382;1069;Food producents Sweden;3000.0
383;1069;Real estate Europe;2600.0
384;1069;Healthcare southern Europé;3000.0
385;1070;Software in Sweden;10440.0
386;1070;Swedish mibile tech adjusted;10000.0
387;1070;Nordic Fashion;10000.0
388;1071;Swedish tech;8000.0
389;1071;Software in Sweden;7000.0
390;1071;Swedish mibile tech adjusted;6000.0
391;1071;Nordic technology vikings;5720.0
392;1072;Global utilities;30000.0
393;1072;Food world 7;25000.0
394;1072;Real estate Europe;20000.0
395;1072;Well traded stocks;10000.0
396;1072;Basic materials World;2690.0
397;1073;Growth Rockets;12000.0
398;1073;Techs going upward;10000.0
399;1073;Nordic technology vikings;8000.0
400;1073;Software for gaming;6410.0
401;1074;Swedish tech;10000.0
402;1074;Global utilities;8000.0
403;1074;Nordic Advanced Medical Equip;7000.0
404;1074;Real estate Europe;5410.0
405;1075;Swedish fintech;10000.0
406;1075;Energy well performance;15000.0
407;1075;Software in Sweden;8000.0
408;1075;Nordic Green Energy;7000.0
409;1075;Blockchain and crypto;10000.0
410;1076;Global utilities;25000.0
411;1076;Food world 7;20000.0
412;1076;Basic materials World;15000.0
413;1076;Real estate Europe;12690.0
414;1076;Healthcare Northern Europe;15000.0
415;1077;BIG INDEX Global;10000.0
416;1077;Super software;8000.0
417;1077;Renewable energy world ALL;5000.0
418;1077;Australian Health;3720.0
419;1078;Growth Rockets;5442.0
420;1078;Super software;3628.0
421;1078;Nordic technology vikings;2721.0
422;1078;Renewable energy world ALL;2176.8
423;1078;Software in Sweden;1814.0
424;1078;Techs going upward;1451.2
425;1078;Biotech UK;1088.4
426;1078;Swedish mibile tech adjusted;907.0
427;1078;Solar energy;453.5
428;1078;Air related companies world;453.5
429;1079;Global electric utilities;15000.0
430;1079;Global utilities;14810.0
431;1079;French steel;10000.0
432;1079;Food world 7;10000.0
433;1079;Danish beer;10000.0
434;1079;Food producents Finland;10000.0
435;1079;Food producents Norway;10000.0
436;1079;Food producents Sweden;4500.0
437;1080;Software for gaming;5000.0
438;1080;Blockchain and crypto;4000.0
439;1080;Luxury cars;3000.0
440;1080;Restaurants  Bars;2000.0
441;1080;WTF…;1500.0
442;1080;Showbizz companies;1310.0
443;1081;WTF…;8000.0
444;1081;Showbizz companies;7000.0
445;1081;German fintech;5000.0
446;1081;WTF II;6000.0
447;1081;Healthcare Facilities;4000.0
448;1081;Restaurants  Bars;2910.0
449;1082;Australian Health 2;8828.0
450;1082;Healthcare Facilities;8828.0
451;1082;Nordic healthcare Facilities;8828.0
452;1082;Healthcare Northern Europe;8828.0
453;1082;Pharmaceuticals EU;8828.0
454;1083;Swedish tech;30000.0
455;1083;Swedish paper positive EBITDA;25000.0
456;1083;Swedish positive EBITDA;20000.0
457;1083;Nordic High quality sprits;15110.0
458;1083;Nordic medical equipment;10000.0
459;1084;Swedish tech;8000.0
460;1084;World Software companies I;7000.0
461;1084;BIG INDEX Global;5000.0
462;1084;Global healthcare I;6720.0
463;1085;Healthcare Northern Europe;12000.0
464;1085;Real estate Europe;10000.0
465;1085;Global utilities;8000.0
466;1085;Food world 7;5000.0
467;1085;Nordic Advanced Medical Equip;4000.0
468;1085;Nordic Green Energy;2000.0
469;1085;Danish beer;1420.0
470;1086;Nordic technology vikings;25000.0
471;1086;Growth Rockets;20000.0
472;1086;Swedish tech;15000.0
473;1086;European airlines;10000.0
474;1086;German fintech;10000.0
475;1086;Energy well performance;9180.0
476;1087;Swedish fintech;3422.0
477;1087;Showbizz companies;2566.5
478;1087;Software in Sweden;2566.5
479;1087;Nordic Fashion;1711.0
480;1087;Nordic High quality sprits;1711.0
481;1087;Nordic Beers;1711.0
482;1087;Danish beer;855.5
483;1088;Energy well performance;10000.0
484;1088;Techs going upward;15000.0
485;1088;French and German airlines;8000.0
486;1088;Italian IT consultants;12000.0
487;1088;Hotels Germany;5000.0
488;1088;WTF II;9000.0
489;1088;Blockchain and crypto;10000.0
490;1088;Sea food Norway;6360.0
491;1089;Swedish fintech;15000.0
492;1089;Techs going upward;12000.0
493;1089;Healthcare Northern Europe;10000.0
494;1089;Nordic Advanced Medical Equip;8000.0
495;1089;Software in Sweden;6300.0
496;1089;Renewable energy world ALL;5000.0
497;1090;Biotech  EBITDA>0;5000.0
498;1090;Healthcare Northern Europe;7000.0
499;1090;Nordic software EBITDA > 0;4000.0
500;1090;Super software III;6000.0
501;1090;Renewable energy world ALL;5850.0
502;1091;Global electric utilities;15000.0
503;1091;Food Sweden;10000.0
504;1091;Nordic Construction Companies;8000.0
505;1091;Healthcare Facilities;7000.0
506;1091;Real estate Europe;6000.0
507;1091;Energy well performance;5000.0
508;1091;Swedish paper positive EBITDA;4000.0
509;1091;Restaurants  Bars;3710.0
510;1091;Swedish  Biotech;3000.0
511;1092;Healthcare Northern Europe;6000.0
512;1092;Renewable energy world;5000.0
513;1092;Nordic software EBITDA > 0;4000.0
514;1092;Real estate Europe;4760.0
515;1093;Global utilities;30000.0
516;1093;Food world 7;25000.0
517;1093;Real estate Europe;20000.0
518;1093;Global healthcare I;15000.0
519;1093;Well traded stocks;11740.0
520;1094;Techs seeking value upgrade;10000.0
521;1094;Software in Sweden;8000.0
522;1094;WTF II;7000.0
523;1094;Energy well performance;6000.0
524;1094;Swedish tech;5000.0
525;1094;Renewable energy world;4000.0
526;1094;WTF…;3000.0
527;1094;Swedish positive EBITDA;2940.0
528;1095;Global utilities;30000.0
529;1095;Real estate Europe;25000.0
530;1095;Food world 7;20000.0
531;1095;Swedish positive EBITDA;15000.0
532;1095;Nordic medical equipment;12130.0
533;1096;Swedish tech;15000.0
534;1096;Nordic technology vikings;10000.0
535;1096;Financial stars;8000.0
536;1096;Air related companies world;5000.0
537;1096;Restaurants  Bars;3000.0
538;1096;Renewable energy world;3000.0
539;1096;Swedish fintech;2000.0
540;1097;Real estate Europe;20000.0
541;1097;Global utilities;15000.0
542;1097;Food world 7;10000.0
543;1097;Danish beer;9390.0
544;1098;Australian Health 2;6088.0
545;1098;Biotech UK;6088.0
546;1098;Nordic Fashion;6088.0
547;1098;Software in Germany;6088.0
548;1098;UK fintech;6088.0
549;1099;Global utilities;15000.0
550;1099;Pharmaceuticals EU;10000.0
551;1099;Real estate Europe;8000.0
552;1099;Food world 7;7000.0
553;1099;Well traded stocks;6000.0
554;1099;Well performed companies;5000.0
555;1099;Healthcare Facilities;2190.0
556;1100;Software in Sweden;15000.0
557;1100;Swedish tech;10000.0
558;1100;Techs going upward;8000.0
559;1100;Renewable energy world ALL;7000.0
560;1100;Global utilities;7000.0
561;1100;Healthcare Northern Europe;6380.0
562;1100;Nordic Construction Companies;5000.0
563;1100;Nordic Green Energy;3000.0
564;1101;Biotech  EBITDA>0;10000.0
565;1101;Healthcare Northern Europe;20000.0
566;1101;Techs going upward;15000.0
567;1101;Software in Sweden;10000.0
568;1101;IT Services EUu;5930.0
569;1102;Technology stars of value;15000.0
570;1102;Software, Global , small mcap;12000.0
571;1102;Growth Rockets;8000.0
572;1102;BIG INDEX Global;9040.0
573;1103;Techs going upward;4000.0
574;1103;Biotech  EBITDA>0;3500.0
575;1103;Renewable energy world;3000.0
576;1103;Oceania valuecreators;2500.0
577;1103;Swedish tech;2000.0
578;1103;Air related companies world;1500.0
579;1103;Aluminium ;1000.0
580;1103;Spanish Wine;800.0
581;1103;Showbizz companies;720.0
582;1103;WTF II;500.0
583;1104;Restaurants  Bars;15000.0
584;1104;Healthcare Facilities;12000.0
585;1104;Food producents Sweden;10000.0
586;1104;Financial East;8000.0
587;1104;Nordic Fashion;7000.0
588;1104;Showbizz companies;6000.0
589;1104;Nordic medical equipment;2930.0
590;1105;Growth Rockets;15000.0
591;1105;Super software;12000.0
592;1105;Nordic technology vikings;10000.0
593;1105;Swedish tech;8840.0
594;1105;Techs going upward;4000.0
595;1106;Swedish tech;3000.0
596;1106;Healthcare Northern Europe;4000.0
597;1106;Fashion mix;2000.0
598;1106;Nordic Green Energy;1760.0
599;1107;Software for gaming;3500.0
600;1107;Nordic technology vikings;4000.0
601;1107;BIG INDEX Global;6240.0
602;1108;Techs going upward;8000.0
603;1108;Global healthcare I;6000.0
604;1108;Renewable energy world ALL;5000.0
605;1108;Software, Global , small mcap;3000.0
606;1108;Swedish fintech;2270.0
607;1109;Healtcare Global valuers;15000.0
608;1109;Tech online services World;12000.0
609;1109;Restaurants  Bars;8000.0
610;1109;Australian Health 2;7000.0
611;1109;Showbizz companies;4000.0
612;1109;Nordic Fashion;3420.0
613;1110;Global electric utilities;40000.0
614;1110;Global utilities;35000.0
615;1110;Well traded with profit margin;25000.0
616;1110;Real estate Europe;20000.0
617;1110;Nordic High quality sprits;11050.0
618;1111;Global utilities;10000.0
619;1111;Healthcare Northern Europe;8000.0
620;1111;Food producents Sweden;6000.0
621;1111;Renewable energy world;4000.0
622;1111;Real estate Europe;3000.0
623;1111;Nordic Advanced Medical Equip;1910.0
624;1112;Global utilities;20766.0
625;1112;Pharmaceuticals EU;17305.0
626;1112;Healthcare Facilities;13844.0
627;1112;Food world 7;10383.0
628;1112;Real estate Europe;6922.0
629;1113;Global healthcare;21710.0
630;1113;Real estate Europe;13026.0
631;1113;Super software III;8684.0
632;1114;Energy well performance;25113.0
633;1114;Growth Rockets;25113.0
634;1114;Nordic software EBITDA > 0;16742.0
635;1114;Techs going upward;16742.0
636;1115;Global utilities;30000.0
637;1115;Well traded stocks;25000.0
638;1115;High profits with growth;20000.0
639;1115;Real estate Europe;15000.0
640;1116;BIG INDEX Global;29862.0
641;1116;Global healthcare;19908.0
642;1116;World Software companies;24885.0
643;1116;Energy well performance;14931.0
644;1116;Global utilities;9954.0
645;1117;Well traded stocks;15000.0
646;1117;Global utilities;10000.0
647;1117;Real estate Europe;12000.0
648;1117;Healthcare southern Europé;8000.0
649;1117;Pharmaceuticals EU;5000.0
650;1117;Danish beer;10000.0
651;1118;Software for gaming;8000.0
652;1118;Blockchain and crypto;7000.0
653;1118;Swedish tech;6000.0
654;1118;Techs going upward;5720.0
655;1119;Techs going upward;6000.0
656;1119;Blockchain and crypto;5000.0
657;1119;Software for gaming;4000.0
658;1119;Nordic technology vikings;3000.0
659;1119;US airlines;2500.0
660;1119;Restaurants  Bars;2000.0
661;1119;Casino fun;1770.0
662;1120;Global utilities;15000.0
663;1120;Pharmaceuticals EU;12000.0
664;1120;Real estate Europe;9000.0
665;1120;Well traded stocks;8000.0
666;1120;French steel;7000.0
667;1120;Food world 7;6000.0
668;1120;Danish beer;3930.0
669;1121;Tech online services World;10000.0
670;1121;Software for gaming;8000.0
671;1121;Blockchain and crypto;7000.0
672;1121;BIG INDEX Global;6000.0
673;1121;Renewable energy world ALL;3000.0
674;1121;WTF II;2000.0
675;1121;Air related companies world;1000.0
676;1121;Casino fun;790.0
677;1122;Biotech UK;3000.0
678;1123;Software in Sweden;4000.0
679;1123;Nordic Fashion;3000.0
680;1123;Swedish fintech;3000.0
681;1123;Restaurants  Bars;3000.0
682;1123;Fashion mix;3720.0
683;1124;Growth Rockets;10000.0
684;1124;Techs going upward;8000.0
685;1124;Software for gaming;5000.0
686;1124;Nordic Green Energy;4000.0
687;1124;Financial stars;3000.0
688;1124;Restaurants  Bars;2430.0
689;1125;Techs going upward;6000.0
690;1125;Software Americas, small mcap;5000.0
691;1125;Blockchain and crypto;4000.0
692;1125;Growth Rockets;2520.0
693;1125;Energy well performance;2000.0
694;1126;Global healthcare I;15000.0
695;1126;Real estate Europe;10000.0
696;1126;Global utilities;8000.0
697;1126;Food world 7;7040.0
698;1126;Nordic healthcare Facilities;7000.0
699;1127;Swedish tech;4000.0
700;1127;Biotech  EBITDA>0;3500.0
701;1127;Energy well performance;3000.0
702;1127;Software for gaming;2500.0
703;1127;Renewable energy world;3240.0
704;1128;Techs going upward;10000.0
705;1128;Super software;7500.0
706;1128;Software for gaming;5000.0
707;1128;Renewable energy world ALL;4000.0
708;1128;Australian Health 2;3150.0
709;1129;Healthcare Facilities;4500.0
710;1129;European furnishing;3000.0
711;1129;European fishing;2500.0
712;1129;Nordic healthcare Facilities;4000.0
713;1129;Food producents Sweden;3000.0
714;1129;Spanish Wine;2000.0
715;1129;Showbizz companies;1500.0
716;1129;Restaurants  Bars;1460.0
717;1130;Growth Rockets;5000.0
718;1130;Swedish fintech;3000.0
719;1130;Blockchain and crypto;2520.0
720;1130;US airlines;5000.0
721;1131;Global electric utilities;25000.0
722;1131;Consumer Global INDEX;20000.0
723;1131;Healthcare Northern Europe;15190.0
724;1131;Basic materials World;5000.0
725;1132;Growth Rockets;6000.0
726;1132;Techs going upward;5500.0
727;1132;Nordic technology vikings;4000.0
728;1132;Swedish fintech;4020.0
729;1133;Biotech  EBITDA>0;2000.0
730;1133;Australian Health 2;3500.0
731;1133;Software Americas, small mcap;3000.0
732;1133;Renewable energy world;4000.0
733;1133;Global utilities;4610.0
734;1134;Global healthcare I;4000.0
735;1134;Super software;4000.0
736;1134;BIG INDEX Global;3000.0
737;1134;Renewable energy world ALL;3000.0
738;1134;Australian Health;3110.0
739;1135;Global utilities;35000.0
740;1135;Food world 7;25000.0
741;1135;Pharmaceuticals EU;20000.0
742;1135;Real estate Europe;15000.0
743;1135;Well traded stocks;6740.0
744;1136;Tech online services World;30000.0
745;1136;French and German airlines;25000.0
746;1136;Showbizz companies;20000.0
747;1136;Renewable energy world;15190.0
748;1136;Restaurants  Bars;5000.0
749;1137;Global utilities;10000.0
750;1137;Food world 7;10000.0
751;1137;Well traded stocks;9830.0
752;1137;Healthcare Facilities;5000.0
753;1137;Swedish paper positive EBITDA;5000.0
754;1138;Techs going upward;6500.0
755;1138;Global index great valuers;5020.0
756;1138;Swedish tech;3000.0
757;1138;Blockchain and crypto;5000.0
758;1139;Growth Rockets;15000.0
759;1139;Software for gaming;10000.0
