investment_id;user_id;basket_name;investment_amount
302;1059;Software Americas, small comp;11084.0
303;1059;Blockchain and crypto;11084.0
304;1060;Well traded with profit margin;17679.0
305;1060;WTF…;11786.0
306;1060;MooseBit explosion;11786.0
307;1060;Energy well performance;5893.0
308;1060;WTF II;11786.0
309;1061;Energy well performance;17444.0
310;1061;Most traded stocks;9968.0
311;1061;Swedish climbers;9968.0
312;1061;Renewable energy world ALL;12460.0
313;1062;Swedish fintech;4500.0
314;1062;Nordic technology vikings;5500.0
315;1062;Finnish tech;7000.0
316;1062;Super software;6000.0
317;1062;Growth Rockets;5000.0
318;1062;Swedish mobile tech smallcap;4960.0
319;1062;Italian IT consultants;4000.0
320;1062;Australia tech index;1000.0
321;1063;Global utilities;47022.0
322;1063;Basic materials World;31348.0
323;1063;Well traded stocks;23511.0
324;1063;Food world 5;15674.0
325;1063;Food Sweden;15674.0
326;1063;Danish beer;15674.0
327;1063;French steel;7837.0
328;1064;Global utilities;17598.0
329;1064;Basic materials World;11732.0
330;1064;Food world 5;11732.0
331;1064;Real estate Europe;8799.0
332;1064;Food producents Denmark;8799.0
333;1065;Financial World  nu funds;18096.0
334;1065;Australia tech index;13572.0
335;1065;Basic materials World;9048.0
336;1065;Global utilities;9048.0
337;1065;Renewable energy world ALL;9048.0
338;1065;Swedish Top Mix;4524.0
339;1065;Tech online services World;9048.0
340;1065;Consumer Global INDEX;9048.0
341;1066;Blockchain and crypto;4830.0
342;1066;Pers 13;3220.0
343;1066;Swedish fintech;3220.0
344;1066;Software for gaming;2415.0
345;1066;German fintech;2415.0
346;1067;Well traded with profit margin;45000.0
347;1067;MooseBit explosion;35000.0
348;1067;Energy well performance;20000.0
349;1067;Renewable energy world ALL;15000.0
350;1067;WTF II;13210.0
351;1068;Technology stars of value;7281.0
352;1068;Growth Rockets;4854.0
353;1068;Renewable energy world ALL;4854.0
354;1068;Global healthcare;7281.0
355;1069;Global utilities;4830.0
356;1069;Food Sweden;3220.0
357;1069;Renewable energy world;4025.0
358;1069;Healthcare Northern Europe;4025.0
359;1070;Swedish mibile tech adjusted;9132.0
360;1070;Bullish polish;6088.0
361;1070;Energy well performance;7610.0
362;1070;Australian Health;7610.0
363;1071;Renewable energy world ALL;8016.0
364;1071;Swedish mobile tech smallcap;5344.0
365;1071;Global utilities;2672.0
366;1071;Australia tech index;5344.0
367;1071;Basic materials World;5344.0
368;1072;Global utilities;26307.0
369;1072;Basic materials World;17538.0
370;1072;Renewable energy world;17538.0
371;1072;Food world 7;8769.0
372;1072;French steel;8769.0
373;1072;Austria blended companies;8769.0
374;1073;Energy well performance;9102.5
375;1073;Blockchain and crypto;7282.0
376;1073;Techs going upward;5461.5
377;1073;Swedish fintech;5461.5
378;1073;Renewable energy world ALL;9102.5
379;1074;Global healthcare;9102.5
380;1074;Technology stars of value;7282.0
381;1074;Basic materials World;5461.5
382;1074;Global utilities;3641.0
383;1074;Renewable energy world ALL;3641.0
384;1074;Financial World  nu funds;3641.0
385;1074;Austria blended companies;3641.0
386;1075;Growth Rockets;12386.0
387;1075;Technology stars of value;10000.0
388;1075;Swedish climbers;9289.5
389;1075;Renewable energy world ALL;7000.0
390;1075;BIG INDEX Global;6193.0
391;1075;Australia tech index;6069.14
392;1075;Energy well performance;5000.0
393;1075;Finnish tech;3000.0
394;1075;Swedish mobile tech smallcap;3000.0
395;1076;Global utilities;26307.0
396;1076;Basic materials World;17538.0
397;1076;Well traded stocks;13153.5
398;1076;Austria blended companies;8769.0
399;1076;Consumer Global INDEX;8769.0
400;1076;Renewable energy world ALL;13153.5
401;1077;Technology stars of value;8016.0
402;1077;Super software III;5344.0
403;1077;Growth Rockets;4008.0
404;1077;Renewable energy world ALL;3340.0
405;1077;Australian Health;6012.0
406;1078;Global utilities;4535.0
407;1078;Basic materials World;3628.0
408;1078;Renewable energy world;4535.0
409;1078;Swedish Top Mix;5442.0
410;1079;Energy well performance;24827.5
411;1079;Renewable energy world ALL;24827.5
412;1079;BIG INDEX Global;19862.0
413;1079;Australia tech index;14896.5
414;1079;Growth Rockets;14896.5
415;1080;Pers 14;6724.0
416;1080;Swedish mibile tech adjusted;5043.0
417;1080;Swedish fintech;2521.5
418;1081;Techs going upward;6582.0
419;1081;Growth Rockets;9873.0
420;1081;Super software;6582.0
421;1081;Swedish fintech;9873.0
422;1082;Renewable energy world ALL;13242.0
423;1082;Swedish mibile tech adjusted;8828.0
424;1082;Consumers in Europe;6621.0
425;1082;French diversity;4414.0
426;1082;MooseBit underdog II;11035.0
427;1083;Well traded with profit margin;30033.0
428;1083;MooseBit explosion;25027.5
429;1083;WTF II;20022.0
430;1083;Energy well performance;25027.5
431;1084;Technology stars of value;8016.0
432;1084;Growth Rockets;5344.0
433;1084;BIG INDEX Global;4008.0
434;1084;Renewable energy world ALL;4008.0
435;1084;Global healthcare;5344.0
436;1085;Global utilities;8684.0
437;1085;Well traded stocks;6513.0
438;1085;Australian Health 2;8684.0
439;1085;Healtcare Global valuers;4342.0
440;1085;Austria blended companies;15197.0
441;1086;MooseBit explosion;26754.0
442;1086;Most traded stocks;17836.0
443;1086;Energy well performance;13377.0
444;1086;WTF II;8918.0
445;1086;Renewable energy world;8918.0
446;1086;Swedish weaked valued;4459.0
447;1086;Well traded with profit margin;8918.0
448;1087;Pers 14;4277.5
449;1087;Swedish mibile tech adjusted;4277.5
450;1087;Pers Superblend my best choice;8555.0
451;1088;MooseBit underdog;24408.0
452;1088;Energy well performance;16272.0
453;1088;Swedish fintech;8136.0
454;1088;German fintech;8136.0
455;1088;WTF II;8136.0
456;1088;Pers 14;8136.0
457;1089;Technology stars of value;14075.0
458;1089;Growth Rockets;8445.0
459;1089;Super software;5630.0
460;1089;Renewable energy world;5630.0
461;1089;Australian Health;5630.0
462;1089;German fintech;5630.0
463;1090;Global healthcare;8355.0
464;1090;World Software companies;6962.5
465;1090;Renewable energy world ALL;5570.0
466;1090;Australian Health;6962.5
467;1091;Basic materials World;12556.5
468;1091;Global utilities;12556.5
469;1091;Austria blended companies;10045.2
470;1091;Renewable energy world ALL;10045.2
471;1091;Swedish climbers;8371.0
472;1091;Austria business;8371.0
473;1091;Contracts of Finland;6696.8
474;1091;French diversity;6696.8
475;1091;Well traded stocks;4185.5
476;1091;Blended companies profitable;4185.5
477;1092;Global healthcare I;4940.0
478;1092;Renewable energy world;3952.0
479;1092;World Software companies I;4940.0
480;1092;Food world 5;2934.0
481;1092;Danish beer;2994.0
482;1093;Global utilities;30522.0
483;1093;Basic materials World;20348.0
484;1093;Food world 6;15261.0
485;1093;Real estate Europe;15261.0
486;1093;Danish beer;10174.0
487;1093;Food producents Denmark;10174.0
488;1094;Energy well performance;11485.0
489;1094;Blockchain and crypto;6891.0
490;1094;Finnish tech;4594.0
491;1094;Growth Rockets;9188.0
492;1094;MooseBit explosion;13782.0
493;1095;Well traded with profit margin;35745.5
494;1095;Healthcare southern Europé;30639.0
495;1095;Norweigan super stars;25532.5
496;1095;Well traded stocks;10213.0
497;1096;Energy well performance;16079.0
498;1096;Most traded stocks;9188.0
499;1096;Swedish climbers;9188.0
500;1096;Finnish tech;11485.0
501;1097;Global utilities;16317.0
502;1097;Well traded stocks;10878.0
503;1097;Basic materials World;8158.5
504;1097;Food world 5;8158.5
505;1097;Danish beer;5439.0
506;1097;Food producents Denmark;5439.0
507;1098;Renewable energy world ALL;6088.0
508;1098;Energy well performance;7610.0
509;1098;Blockchain and crypto;4566.0
510;1098;Pers 14;6088.0
511;1098;Swedish weaked valued;6088.0
512;1099;Global utilities;13297.5
513;1099;Basic materials World;7978.5
514;1099;Global healthcare;10638.0
515;1099;Renewable energy world ALL;10638.0
516;1099;Financial World  nu funds;10638.0
517;1100;Technology stars of value;16600.0
518;1100;Global utilities;10000.0
519;1100;Renewable energy world ALL;10000.0
520;1100;Financial World  nu funds;8000.0
521;1100;Basic materials World;5000.0
522;1100;BIG INDEX Global;5000.0
523;1100;Australian Health;3390.0
524;1100;Growth Rockets;3390.0
525;1100;Swedish climbers;3000.0
526;1100;Austria blended companies;1.0
527;1101;Technology stars of value;15232.5
528;1101;Growth Rockets;12186.0
529;1101;Finnish tech;9139.5
530;1101;Super software;6093.0
531;1101;Swedish fintech;6093.0
532;1101;German fintech;6093.0
533;1101;Blockchain and crypto;6093.0
534;1102;Growth Rockets;16212.0
535;1102;Technology stars of value;10808.0
536;1102;Pers Superblend my best choice;8106.0
537;1102;Most traded stocks;5404.0
538;1102;Australia tech index;5404.0
539;1102;Super software;2702.0
540;1102;Swedish fintech;2702.0
541;1102;BIG INDEX Global;2702.0
542;1103;Global utilities;5856.0
543;1103;Basic materials World;3904.0
544;1103;Renewable energy world ALL;4880.0
545;1103;Food world 6;4880.0
546;1104;MooseBit explosion;15232.5
547;1104;Well traded with profit margin;12186.0
548;1104;Consumers in Europe;9139.5
549;1104;French companies;6093.0
550;1104;Pers Superblend my best choice;6093.0
551;1104;WTF…;6093.0
552;1104;German companies all sector;6093.0
553;1105;Growth Rockets;12460.0
554;1105;Renewable energy world ALL;9968.0
555;1105;Swedish climbers;7476.0
556;1105;Australia tech index;4984.0
557;1105;Energy well performance;4984.0
558;1105;Most traded stocks;4984.0
559;1105;BIG INDEX Global;4984.0
560;1106;Global utilities;3228.0
561;1106;Food world 6;2152.0
562;1106;Healthcare Northern Europe;2152.0
563;1106;Basic materials World;1614.0
564;1106;Renewable energy world;1614.0
565;1107;Renewable energy world ALL;4872.0
566;1107;Global index great valuers;3248.0
567;1107;Finnish tech;3248.0
568;1107;Swedish climbers;2436.0
569;1107;Blockchain and crypto;2436.0
570;1108;Technology stars of value;6067.5
571;1108;Growth Rockets;4854.0
572;1108;Renewable energy world ALL;3640.5
573;1108;Global healthcare;2427.0
574;1108;BIG INDEX Global;2427.0
575;1108;Australia tech index;2427.0
576;1108;Australian Health;2427.0
577;1109;Swedish mibile tech adjusted;11084.0
578;1109;Super software;11084.0
579;1109;Swedish fintech;8313.0
580;1109;Technology stars of value;8313.0
581;1109;Growth Rockets;8313.0
582;1109;Australia tech index;2216.8
583;1109;BIG INDEX Global;6650.4
584;1110;Well traded with profit margin;39315.0
585;1110;WTF II;26210.0
586;1110;Energy well performance;26210.0
587;1110;Oceania valuecreators;39315.0
588;1111;Global utilities;9873.0
589;1111;Food world 5;8227.5
590;1111;Basic materials World;6582.0
591;1111;Real estate Europe;4936.5
592;1111;Austria blended companies;3291.0
593;1112;Global utilities;17305.0
594;1112;Basic materials World;13844.0
595;1112;Financial World  nu funds;10383.0
596;1112;Global healthcare;6922.0
597;1112;Austria blended companies;6922.0
598;1112;Well traded stocks;6922.0
599;1112;Consumer Global INDEX;6922.0
600;1113;Global healthcare I;10855.0
601;1113;World Software companies I;10855.0
602;1113;Global utilities;10855.0
603;1113;Basic materials World;10855.0
604;1114;Swedish mibile tech adjusted;25113.0
605;1114;Technology stars of value;20927.5
606;1114;Swedish fintech;16742.0
607;1114;Finnish tech;12556.5
608;1114;Most traded stocks;8371.0
609;1115;Global utilities;25000.0
610;1115;Basic materials World;15000.0
611;1115;Financial World  nu funds;20000.0
612;1115;Renewable energy world ALL;10000.0
613;1115;Austria blended companies;30110.0
614;1116;BIG INDEX Global;25000.0
615;1116;Australia tech index;20000.0
616;1116;Global healthcare;15000.0
617;1116;Technology stars of value;15000.0
618;1116;Swedish fintech;10000.0
619;1116;German Broadcasting;9540.0
620;1116;Global utilities;5000.0
621;1117;Technology stars of value;12132.0
622;1117;Healtcare Global valuers;9099.0
623;1117;Financial stars;9099.0
624;1117;Renewable energy world;6066.0
625;1117;Consumer Global INDEX;3033.0
626;1117;Basic materials World;3033.0
627;1117;Global utilities;3033.0
628;1118;Swedish fintech;6680.0
629;1118;Swedish mibile tech adjusted;6680.0
630;1118;Swedish tech;6680.0
631;1119;Renewable energy world ALL;6067.5
632;1119;Energy well performance;6067.5
633;1119;Most traded stocks;6067.5
634;1119;Great World software;6067.5
635;1120;Global utilities;9139.5
636;1120;Financial World  nu funds;6093.0
637;1120;Basic materials World;6093.0
638;1120;Global healthcare I;8530.2
639;1120;Renewable energy world ALL;7311.6
640;1120;Austria blended companies;4874.4
641;1120;Swedish climbers;5483.7
642;1120;Well traded stocks;7311.6
643;1120;Tech online services World;6093.0
644;1121;MooseBit explosion;8558.0
645;1121;Energy well performance;7702.2
646;1121;WTF II;6418.5
647;1121;BIG INDEX Global;6418.5
648;1121;Pers Superblend my best choice;5134.8
649;1121;Most traded stocks;4279.0
650;1121;Renewable energy world ALL;4279.0
651;1122;Global utilities;7412.5
652;1122;Basic materials World;5930.0
653;1122;Food world 7;5930.0
654;1122;Renewable energy world ALL;4447.5
655;1122;Austria blended companies;5930.0
656;1123;Technology stars of value;5000.0
657;1123;Software Americas, small comp;4000.0
658;1123;Healtcare Global valuers;3720.0
659;1123;Nordic technology vikings;4000.0
660;1124;Most traded stocks;9729.0
661;1124;Swedish climbers;6486.0
662;1124;Finnish tech;6486.0
663;1124;Australia tech index;9729.0
664;1125;MooseBit explosion;4880.0
665;1125;Tech online services World;3904.0
666;1125;Energy well performance;2928.0
667;1125;Renewable energy world;2928.0
668;1125;Swedish mibile tech adjusted;4880.0
669;1126;Global healthcare;14112.0
670;1126;Renewable energy world ALL;9408.0
671;1126;Financial World  nu funds;7056.0
672;1126;Basic materials World;4704.0
673;1126;Tech online services World;4704.0
674;1126;Global utilities;7056.0
675;1127;Renewable energy world ALL;4872.0
676;1127;Swedish climbers;3248.0
677;1127;Global healthcare I;3248.0
678;1127;Techs going upward;4872.0
679;1128;Renewable energy world ALL;7412.5
680;1128;Swedish mibile tech adjusted;5930.0
681;1128;Global healthcare;4447.5
682;1128;Australia tech index;4447.5
683;1128;Basic materials World;7412.5
684;1129;Global utilities;6588.0
685;1129;Food Sweden;4392.0
686;1129;Swedish climbers;4392.0
687;1129;Real estate Europe;6588.0
688;1130;Blockchain and crypto;3000.0
689;1130;Swedish fintech;2500.0
690;1130;Pers 14;3500.0
691;1130;Software in Sweden;2000.0
692;1130;Nordic Green Energy;2520.0
693;1130;Bjorns test 2;1500.0
694;1130;Biotech UK;500.0
695;1130;EBITDA Sweden;2000.0
696;1131;Renewable energy world ALL;23797.5
697;1131;Australia tech index;23797.5
698;1131;Global healthcare;19038.0
699;1131;Basic materials World;14278.5
700;1131;UK telecom;14278.5
701;1132;Techs seeking value upgrade;5856.0
702;1132;Pers Superblend my best choice;4880.0
703;1132;Swedish mobile tech smallcap;3904.0
704;1132;Renewable energy world ALL;4880.0
705;1133;Global healthcare I;4277.5
706;1133;World Software companies I;3422.0
707;1133;Renewable energy world;2566.5
708;1133;Australian Health 2;2566.5
709;1133;Global utilities;2138.75
710;1133;Tech online services World;2138.75
711;1134;Global healthcare;5133.0
712;1134;Tech online services World;3422.0
713;1134;Renewable energy world ALL;2566.5
714;1134;Global utilities;2566.5
715;1134;Basic materials World;3422.0
716;1135;Global utilities;30522.0
717;1135;Food world 5;20348.0
718;1135;Basic materials World;15261.0
719;1135;Well traded stocks;15261.0
720;1135;Real estate Europe;10174.0
721;1135;Austria blended companies;10173.0
722;1136;Energy well performance;28557.0
723;1136;MooseBit explosion;23797.5
724;1136;Growth Rockets;19038.0
725;1136;Renewable energy world ALL;14278.5
726;1136;WTF II;9519.0
727;1137;Global utilities;11949.0
728;1137;Food world 5;7966.0
729;1137;Basic materials World;7966.0
730;1137;Real estate Europe;11949.0
731;1138;Technology stars of value;5000.0
732;1138;Growth Rockets;4520.0
733;1138;BIG INDEX Global;3000.0
734;1138;Super software III;4000.0
735;1138;Swedish fintech;3000.0
736;1139;MooseBit explosion;13782.0
737;1139;Energy well performance;9188.0
738;1139;Swedish mibile tech adjusted;9188.0
739;1139;Blockchain and crypto;9188.0
740;1140;Basic materials World;17712.0
741;1140;Financial World  nu funds;17712.0
742;1140;Consumer Global INDEX;13284.0
743;1140;Australia tech index;8856.0
744;1140;Renewable energy world ALL;8856.0
745;1141;Global utilities;12386.0
746;1141;Australia tech index;15482.5
747;1141;BIG INDEX Global;9289.5
748;1141;Renewable energy world ALL;12386.0
749;1141;Swedish climbers;12386.0
750;1142;Techs going upward;4026.9
751;1142;Pers Superblend my best choice;2598.0
752;1142;Software Americas, small comp;1948.5
753;1142;Swedish fintech;1299.0
754;1142;Growth Rockets;3128.1
755;1143;Well traded with profit margin;38244.0
756;1143;Energy well performance;28683.0
757;1143;MooseBit underdog II;19122.0
758;1143;WTF II;9561.0
759;1144;Renewable energy world ALL;7412.5
760;1144;Technology stars of value;5930.0
761;1144;Global healthcare;4447.5
762;1144;Swedish climbers;4447.5
763;1144;Basic materials World;7412.5
764;1145;Swedish mibile tech adjusted;4390.0
765;1145;Techs seeking value upgrade;3512.0
766;1145;Pers 14;4390.0
767;1146;Global utilities;43254.0
768;1146;Basic materials World;28836.0
