user_id,basket_name
1060,Healthcare Facilities
1060,Consumers in Europe
1060,Showbizz companies
1060,French steel
1061,Blockchain and crypto
1061,Nordic technology vikings
1061,Aussi Fin extra
1061,Energy well performance
1063,Global utilities
1063,Real estate Europe
1063,Food producents Finland
1063,Well traded stocks
1064,Real estate Europe
1064,Well traded stocks
1064,Global utilities
1065,High profits with growth
1065,Nordic Construction Companies
1065,Well traded stocks
1065,Swedish Top Mix
1066,Techs seeking value upgrade
1066,Showbizz companies
1066,Solar energy
1066,Software for gaming
1067,Food world 7
1067,Well traded with profit margin
1067,Real estate Europe
1067,Global utilities
1068,Swedish tech
1068,IT Services EUu
1068,Super software
1068,Luxury cars
1068,Blockchain and crypto
1068,Biotech  EBITDA>0
1069,European furnishing
1069,Healthcare southern Europé
1069,Food producents Sweden
1069,Nordic healthcare Facilities
1070,Software in Sweden
1070,Swedish mibile tech adjusted
1071,Software in Sweden
1071,Nordic technology vikings
1071,Swedish tech
1072,Food world 7
1072,Basic materials World
1072,Real estate Europe
1072,Global utilities
1073,Techs going upward
1073,Software for gaming
1073,Growth Rockets
1074,Global utilities
1074,Real estate Europe
1074,Swedish tech
1075,Energy well performance
1075,Blockchain and crypto
1075,Software in Sweden
1075,Swedish fintech
1076,Food world 7
1076,Healthcare Northern Europe
1076,Basic materials World
1076,Global utilities
1077,Super software
1077,Australian Health
1077,BIG INDEX Global
1078,Solar energy
1078,Super software
1078,Techs going upward
1078,Growth Rockets
1078,Swedish mibile tech adjusted
1078,Nordic technology vikings
1078,Air related companies world
1078,Software in Sweden
1079,Global utilities
1079,Food producents Finland
1079,Global electric utilities
1079,Food producents Sweden
1079,French steel
1079,Danish beer
1080,Software for gaming
1080,Blockchain and crypto
1080,Showbizz companies
1080,Luxury cars
1081,WTF…
1081,Showbizz companies
1081,Restaurants  Bars
1081,German fintech
1082,Healthcare Facilities
1082,Pharmaceuticals EU
1082,Nordic healthcare Facilities
1082,Australian Health 2
1083,Swedish paper positive EBITDA
1083,Nordic medical equipment
1083,Swedish positive EBITDA
1083,Swedish tech
1084,World Software companies I
1084,Global healthcare I
1084,Swedish tech
1085,Healthcare Northern Europe
1085,Real estate Europe
1085,Nordic Green Energy
1085,Global utilities
1085,Nordic Advanced Medical Equip
1086,Nordic technology vikings
1086,Growth Rockets
1086,Energy well performance
1086,Swedish tech
1087,Swedish fintech
1087,Showbizz companies
1087,Nordic Beers
1087,Software in Sweden
1087,Nordic High quality sprits
1088,Techs going upward
1088,WTF II
1088,Energy well performance
1088,Sea food Norway
1088,French and German airlines
1088,Hotels Germany
1089,Swedish fintech
1089,Techs going upward
1089,Renewable energy world ALL
1089,Healthcare Northern Europe
1090,Healthcare Northern Europe
1090,Renewable energy world ALL
1090,Nordic software EBITDA > 0
1090,Biotech  EBITDA>0
1091,Restaurants  Bars
1091,Food Sweden
1091,Energy well performance
1091,Global electric utilities
1091,Swedish  Biotech
1091,Nordic Construction Companies
1091,Real estate Europe
1092,Renewable energy world
1092,Real estate Europe
1092,Healthcare Northern Europe
1093,Food world 7
1093,Well traded stocks
1093,Real estate Europe
1093,Global utilities
1094,Software in Sweden
1094,Renewable energy world
1094,Techs seeking value upgrade
1094,Swedish positive EBITDA
1094,WTF II
1094,Swedish tech
1095,Real estate Europe
1095,Nordic medical equipment
1095,Food world 7
1095,Global utilities
1096,Swedish tech
1096,Nordic technology vikings
1096,Renewable energy world
1096,Financial stars
1096,Restaurants  Bars
1097,Global utilities
1097,Danish beer
1097,Real estate Europe
1098,Biotech UK
1098,UK fintech
1098,Nordic Fashion
1098,Australian Health 2
1099,Global utilities
1099,Pharmaceuticals EU
1099,Well performed companies
1099,Real estate Europe
1099,Well traded stocks
1100,Swedish tech
1100,Healthcare Northern Europe
1100,Software in Sweden
1100,Nordic Green Energy
1100,Techs going upward
1100,Global utilities
1101,Healthcare Northern Europe
1101,IT Services EUu
1101,Techs going upward
1101,Biotech  EBITDA>0
1102,"Software, Global , small mcap"
1102,BIG INDEX Global
1102,Technology stars of value
1103,Showbizz companies
1103,Biotech  EBITDA>0
1103,Air related companies world
1103,Techs going upward
1103,Spanish Wine
1103,Renewable energy world
1103,WTF II
1103,Swedish tech
1104,Restaurants  Bars
1104,Healthcare Facilities
1104,Showbizz companies
1104,Food producents Sweden
1104,Nordic Fashion
1105,Super software
1105,Techs going upward
1105,Nordic technology vikings
1105,Growth Rockets
1106,Healthcare Northern Europe
1106,Nordic Green Energy
1106,Swedish tech
1107,Software for gaming
1107,Nordic technology vikings
1108,Global healthcare I
1108,Swedish fintech
1108,Renewable energy world ALL
1108,Techs going upward
1109,Healtcare Global valuers
1109,Tech online services World
1109,Nordic Fashion
1109,Restaurants  Bars
1110,Global utilities
1110,Nordic High quality sprits
1110,Well traded with profit margin
1110,Global electric utilities
1111,Global utilities
1111,Healthcare Northern Europe
1111,Nordic Advanced Medical Equip
1111,Food producents Sweden
1112,Pharmaceuticals EU
1112,Real estate Europe
1112,Healthcare Facilities
1112,Global utilities
1113,Global healthcare
1113,Real estate Europe
1114,Growth Rockets
1114,Techs going upward
1114,Energy well performance
1115,Well traded stocks
1115,Real estate Europe
1115,Global utilities
1116,Global healthcare
1116,Global utilities
1116,World Software companies
1116,BIG INDEX Global
1117,Well traded stocks
1117,Global utilities
1117,Danish beer
1117,Real estate Europe
1118,Blockchain and crypto
1118,Techs going upward
1118,Software for gaming
1119,Techs going upward
1119,Blockchain and crypto
1119,Restaurants  Bars
1119,Software for gaming
1119,US airlines
1120,Global utilities
1120,Pharmaceuticals EU
1120,Food world 7
1120,Real estate Europe
1120,French steel
1121,Software for gaming
1121,WTF II
1121,Tech online services World
1121,Casino fun
1121,Blockchain and crypto
1121,Renewable energy world ALL
1123,Nordic Fashion
1123,Fashion mix
1123,Swedish fintech
1123,Software in Sweden
1124,Growth Rockets
1124,Techs going upward
1124,Restaurants  Bars
1124,Software for gaming
1125,"Software Americas, small mcap"
1125,Energy well performance
1125,Blockchain and crypto
1125,Techs going upward
1126,Real estate Europe
1126,Nordic healthcare Facilities
1126,Global utilities
1126,Global healthcare I
1127,Biotech  EBITDA>0
1127,Renewable energy world
1127,Energy well performance
1127,Swedish tech
1128,Super software
1128,Australian Health 2
1128,Software for gaming
1128,Techs going upward
1129,European furnishing
1129,Spanish Wine
1129,Healthcare Facilities
1129,Restaurants  Bars
1129,European fishing
1129,Food producents Sweden
1130,Swedish fintech
1130,US airlines
1130,Growth Rockets
1131,Consumer Global INDEX
1131,Basic materials World
1131,Global electric utilities
1132,Techs going upward
1132,Swedish fintech
1132,Growth Rockets
1133,Australian Health 2
1133,Global utilities
1133,"Software Americas, small mcap"
1133,Biotech  EBITDA>0
1134,Super software
1134,Australian Health
1134,BIG INDEX Global
1134,Global healthcare I
1135,Food world 7
1135,Well traded stocks
1135,Pharmaceuticals EU
1135,Global utilities
1136,French and German airlines
1136,Restaurants  Bars
1136,Showbizz companies
1136,Tech online services World
1137,Food world 7
1137,Swedish paper positive EBITDA
1137,Well traded stocks
1137,Global utilities
1138,Global index great valuers
1138,Blockchain and crypto
1138,Techs going upward
1139,Growth Rockets
1139,Software for gaming
1139,Casino fun
1139,Blockchain and crypto
1140,Well traded stocks
1140,Financial World  nu funds
1140,Global utilities
1141,Techs seeking value upgrade
1141,Nordic Construction Companies
1141,Well traded stocks
1141,Swedish fintech
1142,BIG INDEX Global
1142,Blockchain and crypto
1142,Biotech  EBITDA>0
1142,Growth Rockets
1143,Super software III
1143,WTF II
1143,Energy well performance
1143,Blockchain and crypto
1144,Growth Rockets
1144,Swedish paper positive EBITDA
1144,Renewable energy world ALL
1144,Swedish tech
1145,German fintech
1145,"Software Americas, small mcap"
1145,US airlines
1145,Technology stars of value
1145,Blockchain and crypto
1145,Renewable energy world ALL
1145,UK fintech
1145,Swedish tech
1146,Global utilities
1146,Food world 7
1146,Real estate Europe
1147,Financial World  nu funds
1147,Aluminium 
1147,Air related companies world
1147,Energy well performance
1148,Australian Health 3
1148,Restaurants  Bars
1148,"Software Americas, small mcap"
1148,Hotels Germany
1148,Nordic Fashion
1148,Financial stars
1149,Nordic technology vikings
1149,Growth Rockets
1150,Software for gaming
1150,Super software
1150,UK fintech
1150,Techs seeking value upgrade
1151,Healthcare Northern Europe
1151,Swedish tech
1151,Techs going upward
1152,German fintech
1152,Nordic Fashion
1152,UK fintech
1152,Software for gaming
1152,IT Services EUu
1152,Showbizz companies
1152,Swedish fintech
1152,Casino fun
1153,Nordic Fashion
1153,German fintech
1153,Swedish fintech
1153,Biotech UK
1153,Software in Sweden
1153,Techs going upward
1154,Nordic Fashion
1154,Showbizz companies
1155,Australian Health
1155,Financial stars
1155,Super software
1155,Global healthcare I
1155,Nordic Green Energy
1155,Biotech  EBITDA>0
1156,Swedish tech
1156,Global utilities
1156,Renewable energy world ALL
1156,Healthcare Facilities
1156,Real estate Europe
1157,Nordic High quality sprits
1157,Food world 7
1157,Danish beer
1157,Global utilities
1157,Nordic medical equipment
1157,Pharmaceuticals EU
1157,Sustainable electric equipment
1157,Well traded stocks
1158,Food world 5
1158,Real estate Europe
1158,Global utilities
1159,Growth Rockets
1159,Energy well performance
1159,Techs going upward
1160,Healthcare Northern Europe
1160,Showbizz companies
1160,Swedish fintech
1160,Software in Sweden
1161,Global healthcare
1161,Healthcare Facilities
1161,Food world 5
1161,Real estate Europe
1161,Biotech UK
1162,Well traded stocks
1162,Nordic Beers
1162,Food Sweden
1162,Global utilities
1163,Swedish fintech
1163,Energy well performance
1163,Nordic technology vikings
1164,Global utilities
1164,Financial World  nu funds
1164,Tech online services World
1164,Australian Health 2
1165,"Software, Global , small mcap"
1165,Global utilities
1165,Real estate Europe
1165,Healthcare Facilities
1166,Global utilities
1166,Nordic medical equipment
1166,Healthcare Northern Europe
1167,BIG INDEX Global
1167,Blockchain and crypto
1167,Australian Health
1167,Global index great valuers
1168,Tech online services World
1168,"Software, Global , small mcap"
1168,Financial World  nu funds
1168,Renewable energy world ALL
1169,Financial World  nu funds
1169,Real estate Europe
1169,Global utilities
1170,Real estate Europe
1170,Food world 7
1170,Financial World  nu funds
1170,Global utilities
1171,Blockchain and crypto
1171,Energy well performance
1171,Growth Rockets
1172,Real estate Europe
1172,Global healthcare I
1172,Food world 7
1172,Global utilities
1173,Sustainable electric equipment
1173,Pharmaceuticals EU
1173,Renewable energy world
1173,Healthcare Northern Europe
1174,Growth Rockets
1174,Techs going upward
1174,Nordic technology vikings
1174,"Software, Global , small mcap"
1174,Renewable energy world ALL
1175,Techs going upward
1175,Swedish tech
1175,Growth Rockets
1175,Software in Sweden
1176,Healthcare Facilities
1176,Restaurants  Bars
1176,Rubber and Tires
1176,Sustainable electric equipment
1176,Spanish Wine
1177,Software in Sweden
1177,Swedish fintech
1177,Nordic technology vikings
1177,Techs going upward
1178,Energy well performance
1178,WTF II
1179,Growth Rockets
1179,World Software companies
1179,BIG INDEX Global
1180,Healthcare Facilities
1180,Financial stars
1180,Software for gaming
1180,Biotech  MCAP >30 m and < 80 m
1181,Global utilities
1181,Real estate Europe
1181,Healthcare Northern Europe
1181,Financial World  nu funds
1182,Healthcare Facilities
1183,Global healthcare
1183,"Software, Global , small mcap"
1183,Renewable energy world ALL
1183,World Software companies I
1184,Renewable energy world ALL
1184,Financial World  nu funds
1184,Australian Health
1184,World Software companies I
1185,Global utilities
1185,Food world 7
1186,Swedish tech
1186,Real estate Europe
1186,Renewable energy world ALL
1186,Techs going upward
1187,Healtcare Global valuers
1187,Techs seeking value upgrade
1187,Restaurants  Bars
1187,Swedish fintech
1187,Showbizz companies
1188,Nordic Construction Companies
1188,High profits with growth
1188,Basic materials World
1188,Swedish tech
1189,Super software
1189,WTF II
1189,Global index great valuers
1189,Growth Rockets
1190,Swedish mobile tech smallcap
1190,Renewable energy world ALL
1190,Techs going upward
1191,Real estate Europe
1191,WTF…
1191,Global healthcare
1192,Swedish tech
1192,Most traded stocks
1193,Cross over well performing
1193,Basic materials World
1193,Well traded stocks
1193,Global utilities
1193,Global electric utilities
1193,Real estate Europe
1193,Financial World  nu funds
1194,Techs going upward
1194,Blockchain and crypto
1194,Growth Rockets
1195,Healthcare Northern Europe
1195,Restaurants  Bars
1195,Swedish fintech
1195,Techs going upward
1196,Techs going upward
1196,Software in Sweden
1196,Software for gaming
1196,Biotech  EBITDA>0
1197,Growth Rockets
1197,Blockchain and crypto
1197,Swedish fintech
1197,Techs going upward
1198,Food world 7
1198,Real estate Europe
1198,Global utilities
1199,Technology stars of value
1199,Global electric utilities
1199,Renewable energy world ALL
1199,Global index great valuers
1200,Techs going upward
1200,Showbizz companies
1200,Swedish weaked valued
1201,Global utilities
1201,Real estate Europe
1201,Cross over well performing
1201,Food world 7
1202,Global utilities
1202,Financial World  nu funds
1202,Swedish tech
1202,Nordic Green Energy
1202,Renewable energy world ALL
1202,Blended companies profitable
1203,Global utilities
1203,Food world 7
1203,Nordic Advanced Medical Equip
1203,Real estate Europe
1203,Well traded stocks
1204,Growth Rockets
1204,Energy well performance
1205,Real estate Europe
1205,Well traded stocks
1205,Food world 7
1205,Global healthcare
1206,Global utilities
1206,Food world 7
1206,Basic materials World
1207,Technology stars of value
1207,Swedish fintech
1207,French and German airlines
1207,German fintech
1207,European airlines
1209,Real estate Europe
1209,Food world 7
1209,Global utilities
1209,Global healthcare I
1210,Techs going upward
1210,High profits with growth
1210,Swedish tech
1210,World Software companies I
1211,Worst investment
1211,Casino fun
1211,Showbizz companies
1211,Biotech UK
1211,Air related companies world
1211,Software for gaming
1211,Sea food France
1212,Air related companies world
1212,Restaurants  Bars
1212,Techs going upward
1212,Swedish fintech
1213,Global healthcare I
1213,Food world 7
1213,Real estate Europe
1213,Global utilities
1214,Blockchain and crypto
1214,Air related companies world
1214,Growth Rockets
1214,BIG INDEX Global
1215,Healthcare Facilities
1215,Pharmaceuticals EU
1215,Well traded stocks
1215,Global healthcare I
1215,medical equipment medium
1215,Healtcare Europe top valuers
1215,Global electric utilities
1216,Nordic Fashion
1216,Hotels Scandinavia
1216,Showbizz companies
1216,Software for gaming
1217,Blockchain and crypto
1217,Nordic technology vikings
1217,Software for gaming
1218,Techs going upward
1218,Healthcare Northern Europe
1218,Nordic medical equipment
1218,"Software, Global , small mcap"
1218,Swedish tech
1219,Renewable energy world ALL
1219,Nordic technology vikings
1219,Super software
1220,Blockchain and crypto
1220,German fintech
1220,Software for gaming
1220,Techs going upward
1221,WTF…
1221,Swedish tech
1221,Nordic Green Energy
1221,Techs seeking value upgrade
1221,Solar energy
1221,Blockchain and crypto
1221,Software in Sweden
1222,Swedish tech
1222,Real estate Europe
1222,Food world 7
1222,Global electric utilities
1223,Global utilities
1223,Blended companies profitable
1223,Sustainable electric equipment
1223,Real estate Europe
1224,Techs going upward
1224,Renewable energy world ALL
1224,Nordic Beers
1224,Global utilities
1225,Real estate Europe
1225,Global utilities
1225,Restaurants  Bars
1225,Danish beer
1225,Hotels Scandinavia
1226,Real estate Europe
1226,Nordic medical equipment
1226,Sustainable electric equipment
1226,Healtcare Global valuers
1227,High profits with growth
1227,Growth Rockets
1227,BIG INDEX Global
1227,Super software
1228,Techs going upward
1228,Swedish fintech
1228,Swedish tech
1228,Growth Rockets
1229,Food world 7
1229,Healthcare southern Europé
1229,Real estate Europe
1229,Global utilities
1230,Real estate Europe
1230,Food world 7
1230,Well traded stocks
1230,Global utilities
1231,Growth Rockets
1231,Super software III
1231,Blockchain and crypto
1231,Techs going upward
1232,BIG INDEX Global
1232,Nordic technology vikings
1232,Growth Rockets
1233,Luxury cars
1233,Software for gaming
1233,Casino fun
1233,Blockchain and crypto
1233,Showbizz companies
1233,Tech online services World
1233,Worst investment
1233,Energy well performance
1234,Techs going upward
1234,Biotech  EBITDA>0
1234,Investment Banking
1234,"Software Americas, small comp"
1235,"Software Americas, small mcap"
1235,MooseBit explosion
1235,WTF II
1235,Australian Health
1236,Global electric utilities
1236,Well traded stocks
1236,Food world 7
1237,Australian Health 3
1237,Renewable energy world ALL
1237,World Software companies I
1237,German fintech
1238,Healtcare Europe top valuers
1238,Australian Health
1238,Renewable energy world ALL
1238,Biotech  EBITDA>0
1239,BIG INDEX Global
1239,Great World software
1239,Swedish tech
1239,Renewable energy world ALL
1240,Techs going upward
1240,Air related companies world
1240,Blockchain and crypto
1240,Growth Rockets
1241,Global healthcare I
1241,Blockchain and crypto
1241,Techs going upward
1242,Techs going upward
1242,Blockchain and crypto
1242,Nordic technology vikings
1242,Software for gaming
1242,BIG INDEX Global
1242,Swedish mobile tech smallcap
1243,Restaurants  Bars
1243,Nordic Fashion
1243,Blockchain and crypto
1243,Software in Sweden
1243,Showbizz companies
1243,Swedish fintech
1243,Renewable energy world ALL
1244,Food world 7
1244,Nordic medical equipment
1244,Real estate Europe
1244,Global utilities
1245,European airlines
1245,Showbizz companies
1245,Techs going upward
1246,Global healthcare
1246,Well traded stocks
1246,Swedish Top Mix
1246,Real estate Europe
1247,Biotech  EBITDA>0
1247,WTF II
1247,World Software companies I
1247,"Software Americas, small mcap"
1248,Super software
1248,Software for gaming
1248,Techs seeking value upgrade
1249,German fintech
1249,Techs going upward
1249,Renewable energy world ALL
1249,Growth Rockets
1249,Swedish fintech
1249,Software in Sweden
1249,Super software
1249,Blockchain and crypto
1250,Real estate Europe
1250,Well traded stocks
1250,Global utilities
1251,World Software companies I
1251,BIG INDEX Global
1252,Global electric utilities
1252,Basic materials World
1252,Global utilities
1252,Real estate Europe
1252,Financial World  nu funds
1253,Real estate Europe
1253,Well traded stocks
1253,Healthcare southern Europé
1253,Global utilities
1254,Real estate Europe
1254,Global healthcare I
1254,Global utilities
1254,Food producents Finland
1254,Food world 7
1254,Cross over well performing
1255,Food world 7
1255,Biotech UK
1255,Global utilities
1256,WTF…
1256,Consumers in Europe
1256,Showbizz companies
1256,Air related companies world
1257,Global utilities
1257,Real estate Europe
1257,Nordic medical equipment
1257,Well traded with profit margin
1257,Cross over well performing
1258,Real estate Europe
1258,Well traded stocks
1258,Food world 5
1258,Healthcare Facilities
1259,Swedish tech
1259,Software in Sweden
1259,Swedish fintech
1259,Nordic technology vikings
1260,Swedish tech
1261,Tech online services World
1261,Renewable energy world ALL
1261,"Software Americas, small mcap"
1261,Energy well performance
1262,Healthcare Northern Europe
1262,Restaurants  Bars
1262,Swedish fintech
1262,Swedish tech
1263,World Software companies I
1263,French Energy
1263,Global utilities
1264,Global healthcare I
1264,Real estate Europe
1264,Global utilities
1265,Australia tech index
1265,Global healthcare I
1265,Well traded stocks
1265,Renewable energy world ALL
1266,Biotech UK
1266,UK fintech
1266,Swedish tech
1267,Food world 7
1267,Real estate Europe
1267,Global utilities
1267,Swedish tech
1268,Nordic Green Energy
1268,Basic materials World
1268,Swedish tech
1269,Growth Rockets
1269,Swedish tech
1270,Swedish fintech
1270,Software in Sweden
1270,Growth Rockets
1271,Techs going upward
1271,Growth Rockets
1271,Casino fun
1271,Blockchain and crypto
1272,Swedish fintech
1272,Swedish positive EBITDA
1272,German fintech
1273,Techs going upward
1273,Nordic technology vikings
1273,Australian Health
1273,Growth Rockets
1274,Techs seeking value upgrade
1274,Swedish fintech
1274,Growth Rockets
1274,Super software III
1274,World Software companies I
1275,Techs going upward
1275,Software in Sweden
1275,Swedish fintech
1275,Software for gaming
1276,Nordic technology vikings
1276,Global healthcare
1276,Great World software
1277,Global index great valuers
1277,"Software Americas, small comp"
1277,WTF…
1277,Most traded stocks
1277,Blockchain and crypto
1277,Techs going upward
1277,Energy well performance
1278,Well traded stocks
1278,Global utilities
1278,Well performed companies
1278,Real estate Europe
1278,Food world 7
1279,Super software III
1279,Techs going upward
1279,Nordic technology vikings
1279,Swedish positive EBITDA
1279,Swedish tech
1279,Swedish fintech
1280,Techs going upward
1280,Blockchain and crypto
1280,"Software, Global , small mcap"
1280,Growth Rockets
1281,Swedish tech
1281,Global electric utilities
1281,Basic materials World
1281,Healthcare Northern Europe
1282,World Software companies
1282,Biotech UK
1282,Renewable energy world ALL
1282,Swedish mobile tech smallcap
1283,Healthcare Northern Europe
1283,Nordic High quality sprits
1283,Nordic medical equipment
1283,Food world 7
1284,Technology stars of value
1284,Australian Health
1284,MooseBit explosion
1284,Healtcare Europe top valuers
1285,Healthcare Facilities
1285,Food producents Sweden
1285,Sea food UK
1285,Real estate Europe
1286,Global utilities
1286,Food world 7
1286,Food producents Sweden
1286,Pharmaceuticals EU
1286,Real estate Europe
1287,Global utilities
1287,Swedish tech
1287,Swedish Top Mix
1288,Swedish mobile tech smallcap
1288,Nordic Fashion
1288,Nordic Advanced Medical Equip
1288,Restaurants  Bars
1289,Techs going upward
1289,Swedish tech
1289,Nordic Construction Companies
1289,Solar energy
1289,Sustainable electric equipment
1290,Well traded stocks
1290,Food world 7
1290,Global utilities
1291,Pharmaceuticals EU
1291,Food world 7
1291,Real estate Europe
1291,Global utilities
1292,Growth Rockets
1292,Super software
1293,Real estate Europe
1293,French steel
1293,Food world 7
1293,Global utilities
1294,Swedish fintech
1294,Nordic Fashion
1295,Real estate Europe
1295,Food producents Finland
1295,Well traded stocks
1295,Global utilities
1296,Australian Health
1296,Nordic technology vikings
1296,Technology stars of value
1297,Healthcare Northern Europe
1297,Renewable energy world ALL
1297,Real estate Europe
1297,Financial companies Europé
1298,Swedish tech
1298,Blockchain and crypto
1298,Growth Rockets
1299,"Software Americas, small mcap"
1299,Consumer Global INDEX
1299,Techs going upward
1299,Real estate Europe
1299,Swedish tech
1299,Global healthcare I
1300,Global utilities
1300,Food world 7
1300,Well traded stocks
1300,Pharmaceuticals EU
1301,Swedish fintech
1301,Technology stars of value
1301,Investment Banking
1301,Growth Rockets
1302,Global healthcare
1302,Financial World  nu funds
1302,Global utilities
1303,Swedish tech
1303,Technology stars of value
1303,Techs going upward
1303,Super software
1304,Real estate Europe
1304,Financial World  nu funds
1304,Global utilities
1305,BIG INDEX Global
1305,Techs going upward
1305,Australian Health
1306,Nordic technology vikings
1306,Technology stars of value
1306,Swedish tech
1307,Software for gaming
1307,Restaurants  Bars
1307,Showbizz companies
1308,Global index great valuers
1308,Blockchain and crypto
