user_id,location,gender,education,invest_goal,age_group
1021,Södermanland,Male,Master's Degree,Long-term,21-30
1022,Västra Götaland,Male,High School,Short-term,21-30
1022,Västra Götaland,Male,High School,Short-term,21-30
1022,Västra Götaland,Male,High School,Short-term,21-30
1022,Västra Götaland,Male,High School,Short-term,21-30
1022,Västra Götaland,Male,High School,Short-term,21-30
1023,Stockholm,Female,High School,Short-term,41-50
1023,Stockholm,Female,High School,Short-term,41-50
1023,Stockholm,Female,High School,Short-term,41-50
1023,Stockholm,Female,High School,Short-term,41-50
1023,Stockholm,Female,High School,Short-term,41-50
1023,Stockholm,Female,High School,Short-term,41-50
1023,Stockholm,Female,High School,Short-term,41-50
1024,Värmland,Male,Middle School,Long-term,31-40
1024,Värmland,Male,Middle School,Long-term,31-40
1024,Värmland,Male,Middle School,Long-term,31-40
1025,Skåne,Male,Bachelor's Degree,Short-term,61-70
1025,Skåne,Male,Bachelor's Degree,Short-term,61-70
1025,Skåne,Male,Bachelor's Degree,Short-term,61-70
1025,Skåne,Male,Bachelor's Degree,Short-term,61-70
1026,Stockholm,Female,Middle School,Short-term,31-40
1026,Stockholm,Female,Middle School,Short-term,31-40
1026,Stockholm,Female,Middle School,Short-term,31-40
1026,Stockholm,Female,Middle School,Short-term,31-40
1026,Stockholm,Female,Middle School,Short-term,31-40
1027,Stockholm,Female,High School,Short-term,31-40
1027,Stockholm,Female,High School,Short-term,31-40
1027,Stockholm,Female,High School,Short-term,31-40
1027,Stockholm,Female,High School,Short-term,31-40
1027,Stockholm,Female,High School,Short-term,31-40
1028,Skåne,Male,High School,Short-term,21-30
1028,Skåne,Male,High School,Short-term,21-30
1028,Skåne,Male,High School,Short-term,21-30
1029,Stockholm,Male,Master's Degree,Long-term,21-30
1029,Stockholm,Male,Master's Degree,Long-term,21-30
1029,Stockholm,Male,Master's Degree,Long-term,21-30
1029,Stockholm,Male,Master's Degree,Long-term,21-30
1030,Västra Götaland,Male,Bachelor's Degree,Short-term,21-30
1030,Västra Götaland,Male,Bachelor's Degree,Short-term,21-30
1030,Västra Götaland,Male,Bachelor's Degree,Short-term,21-30
1030,Västra Götaland,Male,Bachelor's Degree,Short-term,21-30
1031,Blekinge,Female,Master's Degree,Long-term,31-40
1031,Blekinge,Female,Master's Degree,Long-term,31-40
1031,Blekinge,Female,Master's Degree,Long-term,31-40
1031,Blekinge,Female,Master's Degree,Long-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1032,Stockholm,Female,High School,Short-term,31-40
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1033,Skåne,Female,Middle School,Long-term,21-30
1034,Västra Götaland,Male,High School,Short-term,21-30
1034,Västra Götaland,Male,High School,Short-term,21-30
1034,Västra Götaland,Male,High School,Short-term,21-30
1034,Västra Götaland,Male,High School,Short-term,21-30
1035,Stockholm,Male,High School,Long-term,21-30
1035,Stockholm,Male,High School,Long-term,21-30
1035,Stockholm,Male,High School,Long-term,21-30
1035,Stockholm,Male,High School,Long-term,21-30
1036,Stockholm,Male,Unknown,Long-term,31-40
1036,Stockholm,Male,Unknown,Long-term,31-40
1036,Stockholm,Male,Unknown,Long-term,31-40
1036,Stockholm,Male,Unknown,Long-term,31-40
1037,Östergötland,Female,Master's Degree,Long-term,71-80
1037,Östergötland,Female,Master's Degree,Long-term,71-80
1037,Östergötland,Female,Master's Degree,Long-term,71-80
1038,Stockholm,Male,High School,Long-term,<=20
1038,Stockholm,Male,High School,Long-term,<=20
1038,Stockholm,Male,High School,Long-term,<=20
1039,Västmanland,Male,Master's Degree,Long-term,21-30
1039,Västmanland,Male,Master's Degree,Long-term,21-30
1040,Stockholm,Male,Master's Degree,Long-term,51-60
1040,Stockholm,Male,Master's Degree,Long-term,51-60
1040,Stockholm,Male,Master's Degree,Long-term,51-60
1040,Stockholm,Male,Master's Degree,Long-term,51-60
1041,Jönköping,Female,Master's Degree,Long-term,51-60
1041,Jönköping,Female,Master's Degree,Long-term,51-60
1041,Jönköping,Female,Master's Degree,Long-term,51-60
1041,Jönköping,Female,Master's Degree,Long-term,51-60
1042,Jönköping,Male,High School,Short-term,31-40
1042,Jönköping,Male,High School,Short-term,31-40
1042,Jönköping,Male,High School,Short-term,31-40
1042,Jönköping,Male,High School,Short-term,31-40
1042,Jönköping,Male,High School,Short-term,31-40
1043,Skåne,Male,Master's Degree,Short-term,21-30
1043,Skåne,Male,Master's Degree,Short-term,21-30
1043,Skåne,Male,Master's Degree,Short-term,21-30
1043,Skåne,Male,Master's Degree,Short-term,21-30
1044,Västra Götaland,Female,Middle School,Long-term,61-70
1044,Västra Götaland,Female,Middle School,Long-term,61-70
1044,Västra Götaland,Female,Middle School,Long-term,61-70
1044,Västra Götaland,Female,Middle School,Long-term,61-70
1045,Stockholm,Male,Middle School,Short-term,41-50
1045,Stockholm,Male,Middle School,Short-term,41-50
1045,Stockholm,Male,Middle School,Short-term,41-50
1046,Värmland,Male,Elementary School,Short-term,21-30
1046,Värmland,Male,Elementary School,Short-term,21-30
1046,Värmland,Male,Elementary School,Short-term,21-30
1047,Skåne,Male,Middle School,Long-term,31-40
1047,Skåne,Male,Middle School,Long-term,31-40
1047,Skåne,Male,Middle School,Long-term,31-40
1047,Skåne,Male,Middle School,Long-term,31-40
1048,Skåne,Male,Middle School,Long-term,31-40
1048,Skåne,Male,Middle School,Long-term,31-40
1048,Skåne,Male,Middle School,Long-term,31-40
1048,Skåne,Male,Middle School,Long-term,31-40
1049,Stockholm,Male,Master's Degree,Short-term,31-40
1049,Stockholm,Male,Master's Degree,Short-term,31-40
1049,Stockholm,Male,Master's Degree,Short-term,31-40
1049,Stockholm,Male,Master's Degree,Short-term,31-40
1049,Stockholm,Male,Master's Degree,Short-term,31-40
1050,Jönköping,Male,High School,Long-term,21-30
1050,Jönköping,Male,High School,Long-term,21-30
1050,Jönköping,Male,High School,Long-term,21-30
1051,Skåne,Female,Middle School,Short-term,51-60
1051,Skåne,Female,Middle School,Short-term,51-60
1051,Skåne,Female,Middle School,Short-term,51-60
1052,Dalarna,Female,High School,Long-term,31-40
1052,Dalarna,Female,High School,Long-term,31-40
1052,Dalarna,Female,High School,Long-term,31-40
1052,Dalarna,Female,High School,Long-term,31-40
1053,Västernorrland,Female,Master's Degree,Long-term,61-70
1053,Västernorrland,Female,Master's Degree,Long-term,61-70
1053,Västernorrland,Female,Master's Degree,Long-term,61-70
1054,Örebro,Male,Bachelor's Degree,Long-term,41-50
1054,Örebro,Male,Bachelor's Degree,Long-term,41-50
1055,Västerbotten,Female,High School,Long-term,21-30
1055,Västerbotten,Female,High School,Long-term,21-30
1055,Västerbotten,Female,High School,Long-term,21-30
1055,Västerbotten,Female,High School,Long-term,21-30
1057,Halland,Male,High School,Long-term,41-50
1057,Halland,Male,High School,Long-term,41-50
1057,Halland,Male,High School,Long-term,41-50
1058,Skåne,Male,Bachelor's Degree,Short-term,31-40
1058,Skåne,Male,Bachelor's Degree,Short-term,31-40
1058,Skåne,Male,Bachelor's Degree,Short-term,31-40
1058,Skåne,Male,Bachelor's Degree,Short-term,31-40
1059,Västra Götaland,Female,Middle School,Short-term,31-40
1059,Västra Götaland,Female,Middle School,Short-term,31-40
1059,Västra Götaland,Female,Middle School,Short-term,31-40
1059,Västra Götaland,Female,Middle School,Short-term,31-40
1060,Västra Götaland,Female,Middle School,Short-term,41-50
1060,Västra Götaland,Female,Middle School,Short-term,41-50
1060,Västra Götaland,Female,Middle School,Short-term,41-50
1060,Västra Götaland,Female,Middle School,Short-term,41-50
1061,Västra Götaland,Male,High School,Short-term,31-40
1061,Västra Götaland,Male,High School,Short-term,31-40
1061,Västra Götaland,Male,High School,Short-term,31-40
1061,Västra Götaland,Male,High School,Short-term,31-40
1063,Västernorrland,Male,Middle School,Short-term,71-80
1063,Västernorrland,Male,Middle School,Short-term,71-80
1063,Västernorrland,Male,Middle School,Short-term,71-80
1063,Västernorrland,Male,Middle School,Short-term,71-80
1064,Uppsala,Female,Middle School,Long-term,51-60
1064,Uppsala,Female,Middle School,Long-term,51-60
1064,Uppsala,Female,Middle School,Long-term,51-60
1065,Skåne,Male,Bachelor's Degree,Long-term,41-50
1065,Skåne,Male,Bachelor's Degree,Long-term,41-50
1065,Skåne,Male,Bachelor's Degree,Long-term,41-50
1065,Skåne,Male,Bachelor's Degree,Long-term,41-50
1066,Örebro,Female,High School,Short-term,21-30
1066,Örebro,Female,High School,Short-term,21-30
1066,Örebro,Female,High School,Short-term,21-30
1066,Örebro,Female,High School,Short-term,21-30
1067,Stockholm,Male,High School,Short-term,61-70
1067,Stockholm,Male,High School,Short-term,61-70
1067,Stockholm,Male,High School,Short-term,61-70
1067,Stockholm,Male,High School,Short-term,61-70
1068,Skåne,Male,Bachelor's Degree,Long-term,21-30
1068,Skåne,Male,Bachelor's Degree,Long-term,21-30
1068,Skåne,Male,Bachelor's Degree,Long-term,21-30
1068,Skåne,Male,Bachelor's Degree,Long-term,21-30
1068,Skåne,Male,Bachelor's Degree,Long-term,21-30
1068,Skåne,Male,Bachelor's Degree,Long-term,21-30
1069,Västra Götaland,Female,Middle School,Long-term,21-30
1069,Västra Götaland,Female,Middle School,Long-term,21-30
1069,Västra Götaland,Female,Middle School,Long-term,21-30
1069,Västra Götaland,Female,Middle School,Long-term,21-30
1070,Norrbotten,Female,High School,Short-term,21-30
1070,Norrbotten,Female,High School,Short-term,21-30
1071,Stockholm,Male,High School,Long-term,21-30
1071,Stockholm,Male,High School,Long-term,21-30
1071,Stockholm,Male,High School,Long-term,21-30
1072,Skåne,Male,High School,Long-term,51-60
1072,Skåne,Male,High School,Long-term,51-60
1072,Skåne,Male,High School,Long-term,51-60
1072,Skåne,Male,High School,Long-term,51-60
1073,Uppsala,Male,High School,Short-term,31-40
1073,Uppsala,Male,High School,Short-term,31-40
1073,Uppsala,Male,High School,Short-term,31-40
1074,Uppsala,Male,Bachelor's Degree,Long-term,31-40
1074,Uppsala,Male,Bachelor's Degree,Long-term,31-40
1074,Uppsala,Male,Bachelor's Degree,Long-term,31-40
1075,Gävleborg,Male,Master's Degree,Short-term,31-40
1075,Gävleborg,Male,Master's Degree,Short-term,31-40
1075,Gävleborg,Male,Master's Degree,Short-term,31-40
1075,Gävleborg,Male,Master's Degree,Short-term,31-40
1076,Västra Götaland,Male,High School,Long-term,51-60
1076,Västra Götaland,Male,High School,Long-term,51-60
1076,Västra Götaland,Male,High School,Long-term,51-60
1076,Västra Götaland,Male,High School,Long-term,51-60
1077,Stockholm,Male,Master's Degree,Long-term,21-30
1077,Stockholm,Male,Master's Degree,Long-term,21-30
1077,Stockholm,Male,Master's Degree,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1078,Stockholm,Male,High School,Long-term,21-30
1079,Stockholm,Male,Bachelor's Degree,Short-term,61-70
1079,Stockholm,Male,Bachelor's Degree,Short-term,61-70
1079,Stockholm,Male,Bachelor's Degree,Short-term,61-70
1079,Stockholm,Male,Bachelor's Degree,Short-term,61-70
1079,Stockholm,Male,Bachelor's Degree,Short-term,61-70
1079,Stockholm,Male,Bachelor's Degree,Short-term,61-70
1080,Stockholm,Male,Middle School,Short-term,21-30
1080,Stockholm,Male,Middle School,Short-term,21-30
1080,Stockholm,Male,Middle School,Short-term,21-30
1080,Stockholm,Male,Middle School,Short-term,21-30
1081,Skåne,Female,Bachelor's Degree,Short-term,31-40
1081,Skåne,Female,Bachelor's Degree,Short-term,31-40
1081,Skåne,Female,Bachelor's Degree,Short-term,31-40
1081,Skåne,Female,Bachelor's Degree,Short-term,31-40
1082,Skåne,Female,Middle School,Short-term,31-40
1082,Skåne,Female,Middle School,Short-term,31-40
1082,Skåne,Female,Middle School,Short-term,31-40
1082,Skåne,Female,Middle School,Short-term,31-40
1083,Östergötland,Male,High School,Short-term,51-60
1083,Östergötland,Male,High School,Short-term,51-60
1083,Östergötland,Male,High School,Short-term,51-60
1083,Östergötland,Male,High School,Short-term,51-60
1084,Stockholm,Male,Master's Degree,Long-term,21-30
1084,Stockholm,Male,Master's Degree,Long-term,21-30
1084,Stockholm,Male,Master's Degree,Long-term,21-30
1085,Skåne,Female,Bachelor's Degree,Long-term,31-40
1085,Skåne,Female,Bachelor's Degree,Long-term,31-40
1085,Skåne,Female,Bachelor's Degree,Long-term,31-40
1085,Skåne,Female,Bachelor's Degree,Long-term,31-40
1085,Skåne,Female,Bachelor's Degree,Long-term,31-40
1086,Jämtland,Male,High School,Short-term,41-50
1086,Jämtland,Male,High School,Short-term,41-50
1086,Jämtland,Male,High School,Short-term,41-50
1086,Jämtland,Male,High School,Short-term,41-50
1087,Västmanland,Female,Middle School,Short-term,21-30
1087,Västmanland,Female,Middle School,Short-term,21-30
1087,Västmanland,Female,Middle School,Short-term,21-30
1087,Västmanland,Female,Middle School,Short-term,21-30
1087,Västmanland,Female,Middle School,Short-term,21-30
1088,Blekinge,Male,Middle School,Short-term,41-50
1088,Blekinge,Male,Middle School,Short-term,41-50
1088,Blekinge,Male,Middle School,Short-term,41-50
1088,Blekinge,Male,Middle School,Short-term,41-50
1088,Blekinge,Male,Middle School,Short-term,41-50
1088,Blekinge,Male,Middle School,Short-term,41-50
1089,Stockholm,Female,Master's Degree,Short-term,41-50
1089,Stockholm,Female,Master's Degree,Short-term,41-50
1089,Stockholm,Female,Master's Degree,Short-term,41-50
1089,Stockholm,Female,Master's Degree,Short-term,41-50
1090,Uppsala,Female,Master's Degree,Long-term,21-30
1090,Uppsala,Female,Master's Degree,Long-term,21-30
1090,Uppsala,Female,Master's Degree,Long-term,21-30
1090,Uppsala,Female,Master's Degree,Long-term,21-30
1091,Västmanland,Male,High School,Long-term,41-50
1091,Västmanland,Male,High School,Long-term,41-50
1091,Västmanland,Male,High School,Long-term,41-50
1091,Västmanland,Male,High School,Long-term,41-50
1091,Västmanland,Male,High School,Long-term,41-50
1091,Västmanland,Male,High School,Long-term,41-50
1091,Västmanland,Male,High School,Long-term,41-50
1092,Stockholm,Female,Unknown,Long-term,21-30
1092,Stockholm,Female,Unknown,Long-term,21-30
1092,Stockholm,Female,Unknown,Long-term,21-30
1093,Stockholm,Female,High School,Long-term,61-70
1093,Stockholm,Female,High School,Long-term,61-70
1093,Stockholm,Female,High School,Long-term,61-70
1093,Stockholm,Female,High School,Long-term,61-70
1094,Västra Götaland,Male,High School,Short-term,31-40
1094,Västra Götaland,Male,High School,Short-term,31-40
1094,Västra Götaland,Male,High School,Short-term,31-40
1094,Västra Götaland,Male,High School,Short-term,31-40
1094,Västra Götaland,Male,High School,Short-term,31-40
1094,Västra Götaland,Male,High School,Short-term,31-40
1095,Skåne,Female,Unknown,Short-term,61-70
1095,Skåne,Female,Unknown,Short-term,61-70
1095,Skåne,Female,Unknown,Short-term,61-70
1095,Skåne,Female,Unknown,Short-term,61-70
1096,Västra Götaland,Male,High School,Short-term,31-40
1096,Västra Götaland,Male,High School,Short-term,31-40
1096,Västra Götaland,Male,High School,Short-term,31-40
1096,Västra Götaland,Male,High School,Short-term,31-40
1096,Västra Götaland,Male,High School,Short-term,31-40
1097,Stockholm,Female,Middle School,Short-term,51-60
1097,Stockholm,Female,Middle School,Short-term,51-60
1097,Stockholm,Female,Middle School,Short-term,51-60
1098,Kronoberg,Female,Middle School,Short-term,21-30
1098,Kronoberg,Female,Middle School,Short-term,21-30
1098,Kronoberg,Female,Middle School,Short-term,21-30
1098,Kronoberg,Female,Middle School,Short-term,21-30
1099,Skåne,Female,PhD,Long-term,51-60
1099,Skåne,Female,PhD,Long-term,51-60
1099,Skåne,Female,PhD,Long-term,51-60
1099,Skåne,Female,PhD,Long-term,51-60
1099,Skåne,Female,PhD,Long-term,51-60
1100,Östergötland,Male,Master's Degree,Long-term,31-40
1100,Östergötland,Male,Master's Degree,Long-term,31-40
1100,Östergötland,Male,Master's Degree,Long-term,31-40
1100,Östergötland,Male,Master's Degree,Long-term,31-40
1100,Östergötland,Male,Master's Degree,Long-term,31-40
1100,Östergötland,Male,Master's Degree,Long-term,31-40
1101,Kalmar,Female,Master's Degree,Short-term,41-50
1101,Kalmar,Female,Master's Degree,Short-term,41-50
1101,Kalmar,Female,Master's Degree,Short-term,41-50
1101,Kalmar,Female,Master's Degree,Short-term,41-50
1102,Stockholm,Male,Bachelor's Degree,Short-term,31-40
1102,Stockholm,Male,Bachelor's Degree,Short-term,31-40
1102,Stockholm,Male,Bachelor's Degree,Short-term,31-40
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1103,Örebro,Male,Middle School,Long-term,21-30
1104,Gävleborg,Female,High School,Short-term,41-50
1104,Gävleborg,Female,High School,Short-term,41-50
1104,Gävleborg,Female,High School,Short-term,41-50
1104,Gävleborg,Female,High School,Short-term,41-50
1104,Gävleborg,Female,High School,Short-term,41-50
1105,Gävleborg,Male,Bachelor's Degree,Short-term,31-40
1105,Gävleborg,Male,Bachelor's Degree,Short-term,31-40
1105,Gävleborg,Male,Bachelor's Degree,Short-term,31-40
1105,Gävleborg,Male,Bachelor's Degree,Short-term,31-40
1106,Skåne,Female,High School,Long-term,<=20
1106,Skåne,Female,High School,Long-term,<=20
1106,Skåne,Female,High School,Long-term,<=20
1107,Stockholm,Male,High School,Long-term,21-30
1107,Stockholm,Male,High School,Long-term,21-30
1108,Stockholm,Male,Master's Degree,Long-term,21-30
1108,Stockholm,Male,Master's Degree,Long-term,21-30
1108,Stockholm,Male,Master's Degree,Long-term,21-30
1108,Stockholm,Male,Master's Degree,Long-term,21-30
1109,Stockholm,Female,Bachelor's Degree,Short-term,31-40
1109,Stockholm,Female,Bachelor's Degree,Short-term,31-40
1109,Stockholm,Female,Bachelor's Degree,Short-term,31-40
1109,Stockholm,Female,Bachelor's Degree,Short-term,31-40
1110,Halland,Male,High School,Short-term,61-70
1110,Halland,Male,High School,Short-term,61-70
1110,Halland,Male,High School,Short-term,61-70
1110,Halland,Male,High School,Short-term,61-70
1111,Gävleborg,Female,Middle School,Long-term,31-40
1111,Gävleborg,Female,Middle School,Long-term,31-40
1111,Gävleborg,Female,Middle School,Long-term,31-40
1111,Gävleborg,Female,Middle School,Long-term,31-40
1112,Västerbotten,Female,Master's Degree,Long-term,51-60
1112,Västerbotten,Female,Master's Degree,Long-term,51-60
1112,Västerbotten,Female,Master's Degree,Long-term,51-60
1112,Västerbotten,Female,Master's Degree,Long-term,51-60
1113,Södermanland,Female,Master's Degree,Long-term,31-40
1113,Södermanland,Female,Master's Degree,Long-term,31-40
1114,Södermanland,Male,Middle School,Short-term,41-50
1114,Södermanland,Male,Middle School,Short-term,41-50
1114,Södermanland,Male,Middle School,Short-term,41-50
1115,Västra Götaland,Male,Master's Degree,Long-term,51-60
1115,Västra Götaland,Male,Master's Degree,Long-term,51-60
1115,Västra Götaland,Male,Master's Degree,Long-term,51-60
1116,Östergötland,Male,Master's Degree,Short-term,51-60
1116,Östergötland,Male,Master's Degree,Short-term,51-60
1116,Östergötland,Male,Master's Degree,Short-term,51-60
1116,Östergötland,Male,Master's Degree,Short-term,51-60
1117,Gävleborg,Female,Master's Degree,Short-term,51-60
1117,Gävleborg,Female,Master's Degree,Short-term,51-60
1117,Gävleborg,Female,Master's Degree,Short-term,51-60
1117,Gävleborg,Female,Master's Degree,Short-term,51-60
1118,Östergötland,Male,High School,Short-term,21-30
1118,Östergötland,Male,High School,Short-term,21-30
1118,Östergötland,Male,High School,Short-term,21-30
1119,Stockholm,Male,Middle School,Short-term,21-30
1119,Stockholm,Male,Middle School,Short-term,21-30
1119,Stockholm,Male,Middle School,Short-term,21-30
1119,Stockholm,Male,Middle School,Short-term,21-30
1119,Stockholm,Male,Middle School,Short-term,21-30
1120,Stockholm,Female,Master's Degree,Long-term,41-50
1120,Stockholm,Female,Master's Degree,Long-term,41-50
1120,Stockholm,Female,Master's Degree,Long-term,41-50
1120,Stockholm,Female,Master's Degree,Long-term,41-50
1120,Stockholm,Female,Master's Degree,Long-term,41-50
1121,Stockholm,Male,High School,Short-term,31-40
1121,Stockholm,Male,High School,Short-term,31-40
1121,Stockholm,Male,High School,Short-term,31-40
1121,Stockholm,Male,High School,Short-term,31-40
1121,Stockholm,Male,High School,Short-term,31-40
1121,Stockholm,Male,High School,Short-term,31-40
1123,Stockholm,Female,Bachelor's Degree,Short-term,21-30
1123,Stockholm,Female,Bachelor's Degree,Short-term,21-30
1123,Stockholm,Female,Bachelor's Degree,Short-term,21-30
1123,Stockholm,Female,Bachelor's Degree,Short-term,21-30
1124,Stockholm,Male,High School,Short-term,21-30
1124,Stockholm,Male,High School,Short-term,21-30
1124,Stockholm,Male,High School,Short-term,21-30
1124,Stockholm,Male,High School,Short-term,21-30
1125,Stockholm,Male,High School,Short-term,21-30
1125,Stockholm,Male,High School,Short-term,21-30
1125,Stockholm,Male,High School,Short-term,21-30
1125,Stockholm,Male,High School,Short-term,21-30
1126,Uppsala,Female,Master's Degree,Long-term,31-40
1126,Uppsala,Female,Master's Degree,Long-term,31-40
1126,Uppsala,Female,Master's Degree,Long-term,31-40
1126,Uppsala,Female,Master's Degree,Long-term,31-40
1127,Södermanland,Male,High School,Long-term,21-30
1127,Södermanland,Male,High School,Long-term,21-30
1127,Södermanland,Male,High School,Long-term,21-30
1127,Södermanland,Male,High School,Long-term,21-30
1128,Stockholm,Male,High School,Long-term,21-30
1128,Stockholm,Male,High School,Long-term,21-30
