basket_name,industry_name_Advanced Medical Equipment & Technology,industry_name_Advertising & Marketing,industry_name_Aerospace & Defense,industry_name_Agricultural Chemicals,industry_name_Airlines,industry_name_Airport Operators & Services,industry_name_Aluminum,industry_name_Apparel & Accessories,industry_name_Apparel & Accessories Retailers,"industry_name_Appliances, Tools & Housewares",industry_name_Auto & Truck Manufacturers,"industry_name_Auto Vehicles, Parts & Service Retailers","industry_name_Auto, Truck & Motorcycle Parts",industry_name_Banks,industry_name_Biotechnology & Medical Research,industry_name_Blockchain & Cryptocurrency,industry_name_Brewers,industry_name_Broadcasting,industry_name_Business Support Services,industry_name_Business Support Supplies,industry_name_Casinos & Gaming,industry_name_Closed End Funds,industry_name_Coal,industry_name_Commercial Printing Services,industry_name_Commercial REITs,industry_name_Commodity Chemicals,industry_name_Communications & Networking,industry_name_Computer & Electronics Retailers,industry_name_Computer Hardware,industry_name_Construction & Engineering,industry_name_Construction Materials,industry_name_Construction Supplies & Fixtures,industry_name_Consumer Goods Conglomerates,industry_name_Consumer Lending,industry_name_Consumer Publishing,industry_name_Corporate Financial Services,"industry_name_Courier, Postal, Air Freight & Land-based Logistics",industry_name_Department Stores,industry_name_Discount Stores,industry_name_Distillers & Wineries,industry_name_Diversified Chemicals,industry_name_Diversified Industrial Goods Wholesale,industry_name_Diversified Investment Services,industry_name_Diversified Mining,industry_name_Drug Retailers,industry_name_Electric Utilities,industry_name_Electrical Components & Equipment,industry_name_Electronic Equipment & Parts,industry_name_Employment Services,industry_name_Entertainment Production,industry_name_Environmental Services & Equipment,industry_name_Financial & Commodity Market Operators & Service Providers,industry_name_Financial Technology (Fintech),industry_name_Fishing & Farming,industry_name_Food Processing,industry_name_Food Retail & Distribution,industry_name_Footwear,industry_name_Forest & Wood Products,industry_name_Gold,industry_name_Healthcare Facilities & Services,industry_name_Heavy Electrical Equipment,industry_name_Heavy Machinery & Vehicles,industry_name_Highways & Rail Tracks,industry_name_Home Furnishings,industry_name_Home Improvement Products & Services Retailers,industry_name_Homebuilding,"industry_name_Hotels, Motels & Cruise Lines",industry_name_Household Electronics,industry_name_Household Products,industry_name_IT Services & Consulting,industry_name_Independent Power Producers,industry_name_Industrial Machinery & Equipment,industry_name_Integrated Hardware & Software,industry_name_Integrated Telecommunications Services,industry_name_Investment Banking & Brokerage Services,industry_name_Investment Holding Companies,industry_name_Investment Management & Fund Operators,industry_name_Iron & Steel,industry_name_Leisure & Recreation,industry_name_Life & Health Insurance,industry_name_Marine Freight & Logistics,industry_name_Marine Port Services,"industry_name_Medical Equipment, Supplies & Distribution",industry_name_Mining Support Services & Equipment,industry_name_Miscellaneous Educational Service Providers,industry_name_Miscellaneous Specialty Retailers,industry_name_Multiline Insurance & Brokers,industry_name_Multiline Utilities,industry_name_Mutual Funds,industry_name_Natural Gas Utilities,industry_name_Non-Alcoholic Beverages,industry_name_Non-Gold Precious Metals & Minerals,industry_name_Office Equipment,industry_name_Oil & Gas Drilling,industry_name_Oil & Gas Exploration and Production,industry_name_Oil & Gas Refining and Marketing,industry_name_Oil & Gas Transportation Services,industry_name_Oil Related Services and Equipment,industry_name_Online Services,industry_name_Paper Packaging,industry_name_Paper Products,"industry_name_Passenger Transportation, Ground & Sea",industry_name_Personal Products,industry_name_Personal Services,industry_name_Pharmaceuticals,industry_name_Phones & Handheld Devices,industry_name_Professional & Business Education,industry_name_Professional Information Services,industry_name_Property & Casualty Insurance,"industry_name_Real Estate Rental, Development & Operations",industry_name_Real Estate Services,industry_name_Recreational Products,industry_name_Renewable Energy Equipment & Services,industry_name_Renewable Fuels,industry_name_Residential REITs,industry_name_Restaurants & Bars,"industry_name_Schools, Colleges & Universities",industry_name_Semiconductor Equipment & Testing,industry_name_Semiconductors,industry_name_Shipbuilding,industry_name_Software,industry_name_Specialty Chemicals,industry_name_Specialty Mining & Metals,industry_name_Textiles & Leather Goods,industry_name_Tires & Rubber Products,industry_name_Tobacco,industry_name_Toys & Children's Products,industry_name_UK Investment Trusts,industry_name_Water & Related Utilities,industry_name_Wireless Telecommunications Services,economic_sector_name_Academic & Educational Services,economic_sector_name_Basic Materials,economic_sector_name_Consumer Cyclicals,economic_sector_name_Consumer Non-Cyclicals,economic_sector_name_Energy,economic_sector_name_Financials,economic_sector_name_Healthcare,economic_sector_name_Industrials,economic_sector_name_Real Estate,economic_sector_name_Technology,economic_sector_name_Utilities,Size Category_Small,Size Category_Medium,Size Category_Large,volatility_category_High,volatility_category_Low,volatility_category_Medium
Austria blended companies,0.0,0.0,0.0,0.0,0.0,0.0,0.0006184495845283379,0.0,0.0,0.0,0.007801053492179711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008336078416918292,0.12701125773870328,0.0,0.0,0.0,0.0,0.0,0.011809290562791099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1557678624065183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023279510032262,0.0,0.0,0.0,0.0,0.0,0.0,0.00312103493137112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06524766097049241,0.0,0.0118642710237267,0.0,0.0,0.0,0.0612666993283759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18806869191245099,0.0,0.0127874557571486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19297354613129816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130748995137592,0.0,0.0,0.020249701602680102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20914610825428764,0.007801053492179711,0.0023279510032262,0.20085614766959958,0.0,0.0,0.08851406488157292,0.19297354613129816,0.1426132661613187,0.1557678624065183,0.3623413610987916,0.5137803902533505,0.123878248647859,0.177828254095731,0.0,0.8221717459042702
Austria business,0.00185185185,0.0,0.00185185185,0.0,0.0,0.0037037037,0.00185185185,0.00185185185,0.0,0.0,0.00185185185,0.0,0.00185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037037037,0.0,0.00185185185,0.00555555555,0.00555555555,0.0,0.00185185185,0.0,0.0,0.0,0.00185185185,0.0,0.0,0.0037037037,0.0,0.0,0.0,0.0,0.0,0.0037037037,0.00185185185,0.0,0.0,0.0,0.0037037037,0.0,0.0,0.0,0.0037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0037037037,0.0,0.0,0.0,0.0,0.00185185185,0.0,0.0,0.0037037037,0.0,0.0037037037,0.0,0.00185185185,0.0,0.00185185185,0.0,0.0037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185185185,0.0,0.0,0.0,0.0,0.00185185185,0.0,0.00185185185,0.0,0.00185185185,0.0,0.0,0.0,0.0,0.00185185185,0.0,0.0,0.0,0.0,0.0074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185185185,0.0,0.00185185185,0.00185185185,0.0,0.00185185185,0.00185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0148148148,0.0111111111,0.0111111111,0.0037037037,0.00185185185,0.0037037037,0.0259259259,0.0074074074,0.0148148148,0.0037037037,0.06111111105,0.0333333333,0.0037037037,0.03518518515,0.00555555555,0.057407407349999995
BIG INDEX Global,0.00575963322106092,0.0,0.005114912257207297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035709703302463085,0.0,0.0,0.0,0.01328101213785818,0.0,0.0,0.0,0.0,0.0,0.0008175406800467421,0.0,0.0022791885274513,0.0,0.0,0.0025312039284688653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004885076692514821,0.0,0.0,0.0,0.0029258177282020298,0.0,0.0,0.0,0.0027302858711246297,0.0007032485644949619,0.00459476869022574,0.0,0.004755779940231807,0.0,0.0006571841156551459,0.0008646497616444141,0.0,0.0,0.0,0.00221833375832546,0.0115451105841297,0.0,0.0,0.00236406228748953,0.0,0.0019992360336197803,0.0,0.0,0.000769996886750037,0.0,0.000564159777318196,0.0,0.002655641789890947,0.0,0.0,0.0,0.00776203978122865,0.0,0.0,0.0,0.000721410750432906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00172497400722753,0.0,0.0,0.0,0.0,0.00019649429461787601,0.0,0.001942037958596147,0.0,0.0,0.0,0.0,0.000960397618498236,0.0,0.0,0.020091461932491603,0.0,0.0,0.00119245701978652,0.0,0.0,0.851138998212186,0.0,0.00292891331872788,0.0,0.0,0.0,0.0,0.0,0.0016142685700335198,0.0,0.0,0.0,0.0,0.004755779940231807,0.023820580412391885,0.0036300287302374677,0.02181643593971913,0.002055567414501139,0.0511734142633488,0.03225909265517053,0.001777938298544978,0.8587111623458547,0.0,0.01788480555036576,0.060789725505907756,0.9213254689437269,0.9682703245867004,0.0,0.031729675413300074
Basic materials World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0936482673096643,0.0,0.0,0.0,0.0,0.0122268037126337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00858840856269273,0.0,0.0,0.006737238667197331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430895490689997,0.5876189167818496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127148609921662,0.0,0.0,0.0,0.0,0.0,0.0070481021038901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00439802498054972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607382091031053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463499361020156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05839219189263642,0.2403351320256036,0.7012726760817607,0.20546291278432133,0.0,0.7945370872156794
Beer mate,0.0,0.0,0.000442037794231408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000442037794231408,0.0,0.0,0.0,0.000442037794231408,0.0,0.0,0.000442037794231408,0.0,0.0
Belgian advanced medical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.75,0.0,0.125,0.0,0.875
Biotech  EBITDA>0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0,0.0,0.0,0.062162162099999994,0.027027027,0.010810810799999999,0.0675675675,0.0054054053999999995,0.027027027
Biotech  MCAP >30 m and < 80 m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411764703999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411764703999999,0.0,0.0,0.0,0.0,0.09117647056999999,0.0029411764699999996,0.0,0.08235294115999998,0.0,0.011764705879999999
Biotech UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09642857139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09642857139,0.0,0.0,0.0,0.0,0.060714285689999994,0.035714285699999994,0.0,0.08928571425,0.0,0.007142857139999999
Bjorns test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743142630605868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320151574546469,0.08411154814256641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095590313422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743142630605868,0.0,0.0,0.0,0.8095590313422,0.08411154814256641,0.0,0.0,0.0320151574546469,0.9679848425453532,0.0320151574546469,0.0,0.15842581120315322,0.0,0.8415741887968469
Bjorns test 2,0.0,0.0230636583987563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022428082647066202,0.0,0.23916046900713248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213212361670253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668485881291468,0.0,0.0,0.0,0.0,0.0,0.221917678274874,0.0,0.0,0.0,0.031298830297227104,0.0,0.0,0.0,0.0,0.0,0.00333829032331444,0.0,0.0,0.0,0.014033676930787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00426187137852882,0.0,0.0,0.0,0.0,0.000580503301095752,0.0,0.0,0.0,0.0,0.0,0.013755562099065399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400183734575076,0.0,0.0,0.0,0.0,0.014864709420997699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00531064018673456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00668485881291468,0.25923929443088795,0.031298830297227104,0.0,0.000580503301095752,0.6564380560045883,0.00426187137852882,0.014864709420997699,0.02663187635375986,0.0,1.0000000000000002,0.0,0.0,0.9851352905790025,0.0,0.014864709420997699
Blended companies profitable,0.0,0.0,0.00719236752459425,0.0,0.0,0.0,0.00212475612456625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00355131038699264,0.0,0.0,0.0,0.0,0.0,0.000586096022665323,0.0,0.0,0.0,0.040572203584240796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01446724206498372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22417018587766874,0.0,0.0407610954099074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6665162800012895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8463003091897004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00212475612456625,5.8463003091897004e-05,0.000586096022665323,0.0,0.0,0.0,0.2864019990514875,0.6665162800012895,0.04431240579690004,0.0,0.6284841294580091,0.3715158705419913,0.0,6.2652607342635e-05,0.000586096022665323,0.9993512513699926
Blockchain and crypto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07500000000000001,0.025,0.0,0.1,0.0,0.0
Broadcasting companiess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.01666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999995,0.0,0.0,0.06666666666666664,0.0,0.03333333333333332
Bullish polish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032306269999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011096639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38008239000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048122008650000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07606423706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532305247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325306263896992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00853748654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014327266,0.048122008650000006,0.0325306263896992,0.07606423706,0.0,0.0,0.0,0.46176801124,0.38008239000000005,0.9999999999396992,0.0,0.0,0.9999999999396992,0.0,0.0
Casino fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000006999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000006999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056521739169999995,0.03478260872,0.00869565218,0.056521739169999995,0.0,0.043478260899999996
Chilean metal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
